"imageUrl","title","totalScore","reviewsCount","instagrams/0","instagrams/1","instagrams/2","instagrams/3","facebooks/0","facebooks/1","facebooks/2","facebooks/3","facebooks/4","facebooks/5","linkedIns/0","linkedIns/1","linkedIns/2","linkedIns/3","linkedIns/4","linkedIns/5","linkedIns/6","linkedIns/7","linkedIns/8","linkedIns/9","linkedIns/10","linkedIns/11","linkedIns/12","linkedIns/13","linkedIns/14","linkedIns/15","linkedIns/16","linkedIns/17","linkedIns/18","linkedIns/19","linkedIns/20","linkedIns/21","linkedIns/22","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4","youtubes/5","youtubes/6","youtubes/7","youtubes/8","youtubes/9","youtubes/10","youtubes/11","youtubes/12","youtubes/13","youtubes/14","youtubes/15","youtubes/16","youtubes/17","youtubes/18","youtubes/19","youtubes/20","youtubes/21","youtubes/22","youtubes/23","youtubes/24","youtubes/25","youtubes/26","youtubes/27","youtubes/28","youtubes/29","youtubes/30","youtubes/31","youtubes/32","youtubes/33","youtubes/34","youtubes/35","youtubes/36","youtubes/37","youtubes/38","youtubes/39","youtubes/40","youtubes/41","youtubes/42","youtubes/43","youtubes/44","youtubes/45","youtubes/46","youtubes/47","youtubes/48","youtubes/49","tiktoks/0","twitters/0","twitters/1","twitters/2","twitters/3","twitters/4","phone","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","emails/15","emails/16","emails/17","emails/18","emails/19","emails/20","emails/21","emails/22","emails/23","emails/24","emails/25","emails/26","city","website","url"
"https://lh3.googleusercontent.com/p/AF1QipOh6QDA4eRhY0yzHxOtLNbAkGkO2FYH3ZGoRiR5=w427-h240-k-no","BricksBee Pvt Ltd (Best Property Advisor)","5","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 88613 37197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.bricksbee.in/","https://www.google.com/maps/search/?api=1&query=BricksBee%20Pvt%20Ltd%20(Best%20Property%20Advisor)&query_place_id=ChIJZQzpDwYVrjsRErXCg6vOo10"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=exQjJEg2hi_zoY6oiAKbAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.1744&pitch=0&thumbfov=100","L V B real estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=L%20V%20B%20real%20estate&query_place_id=ChIJz1SjamlBrjsRLOirDpmMC9o"
"https://lh3.googleusercontent.com/p/AF1QipPlLQk4od2K6e-j8py5iJdMzgnIB7rHVb4Ius9h=w408-h408-k-no","JRC Projects","4.7","60","https://www.instagram.com/jrcprojectsofficial",,,,"https://www.facebook.com/JRCProjectsOfficial",,,,,,"https://linkedin.com/company/jrcprojectsofficial",,,,,,,,,,,,,,,,,,,,,,,"https://youtu.be/m_1-XwoGDuU","https://www.youtube.com/@JRCProjectsOfficial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 40 4554 9999","inquiry@jrcprojects.com","jrcprojects.bangalore@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.jrcprojects.com/","https://www.google.com/maps/search/?api=1&query=JRC%20Projects&query_place_id=ChIJ2-Oi6GUTrjsRhxXbAhXZP8o"
"https://lh3.googleusercontent.com/p/AF1QipOThXNpo7jXYUwMVeBH9b4EPDzxmFmVhIID6yH3=w471-h240-k-no","S L Properties & Constructions !!Real Estate & Home Designs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 97059 00155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=S%20L%20Properties%20%26%20Constructions%20!!Real%20Estate%20%26%20Home%20Designs&query_place_id=ChIJzYjdvVUVrjsRLDUrWvQURqM"
"https://lh3.googleusercontent.com/p/AF1QipNB9LGsOaurwl9mjeOv5L_sPPpllXmnXbqT2d0=w408-h544-k-no","SHILPA HARISH REDDY COMMERCIAL ARENA","4.7","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=SHILPA%20HARISH%20REDDY%20COMMERCIAL%20ARENA&query_place_id=ChIJmzPWfwAVrjsRBSed72C0KFo"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rbXpLOZPMIXVAe01IBmImw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.50781&pitch=0&thumbfov=100","Sumukha real estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Sumukha%20real%20estate&query_place_id=ChIJPW8dCwBBrjsRK6roj43NviM"
"https://lh3.googleusercontent.com/p/AF1QipORVc5BE3LnRi9djAsm7PmgG__iiesfbHjNigiX=w408-h306-k-no","Enzyme Parkview - Coworking and Managed Office Space in HSR Layout","4","45","https://www.instagram.com/enzymeoffices",,,,"https://www.facebook.com/enzymefo",,,,,,"https://www.linkedin.com/company/enzyme-office-spaces","https://www.linkedin.com/company/enzyme-offices",,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/@enzymeoffices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/enzymeoffice",,,,,"+91 88845 12222","%20ashish@enzymefo.com","ashish@enzymefo.com",,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://enzymefo.com/enzyme-parkview/","https://www.google.com/maps/search/?api=1&query=Enzyme%20Parkview%20-%20Coworking%20and%20Managed%20Office%20Space%20in%20HSR%20Layout&query_place_id=ChIJf_6CzZ0UrjsR4VzXeiArA8U"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=40rc_T2C8NuoSQN2U3YUQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.4468&pitch=0&thumbfov=100","CHOICE REAL ESTATES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=CHOICE%20REAL%20ESTATES&query_place_id=ChIJAczXgjk_rjsR9OYkePcsDIc"
"https://lh3.googleusercontent.com/p/AF1QipMcM_oUZHIgESqULOWIndo9u1dUZn95qspE4W_T=w408-h297-k-no","Tolet Bangalore Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.toletbangaloreservice.com/","https://www.google.com/maps/search/?api=1&query=Tolet%20Bangalore%20Services&query_place_id=ChIJ7SayZT8rcAwRRxpbemzI0bg"
"https://lh3.googleusercontent.com/p/AF1QipPBnqeju1CcP-PdHx2xCxLIx7SfXJOYP-ASDYyz=w408-h544-k-no","Credit Dharma(now Brickso) | Homes & Loans Advisors","4.2","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://creditdharma.in/","https://www.google.com/maps/search/?api=1&query=Credit%20Dharma(now%20Brickso)%20%7C%20Homes%20%26%20Loans%20Advisors&query_place_id=ChIJoU-dOPIVrjsR-ZIkzfJJ-cQ"
"https://lh3.googleusercontent.com/p/AF1QipPuoXfC6dFmx-7pZQkbCwUHqoftQdvQOy2oy_oK=w576-h240-k-no","DSR Green Waters","4.1","77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99455 36006",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.dsrgreenwaters.com/","https://www.google.com/maps/search/?api=1&query=DSR%20Green%20Waters&query_place_id=ChIJf-PkgEoTrjsR5R_2bG8-8T4"
"https://lh3.googleusercontent.com/p/AF1QipOWNZnkY3k5rkBuAzWU2E7UaapcrsPSqqfO2INx=w533-h240-k-no","GK Workspace","5","74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 93538 84349",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=GK%20Workspace&query_place_id=ChIJr48O3bEVrjsRJyOugrlimSg"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRMheqYJ3lU-PseV0qXK9JtwM3-rbY9xc8fXN6YOGQCZ3WTlSeQdhczhm6cezijnxEaaKF5rxgCaj41TChAmXQUF_nckHsBAmnu_4sGe79GmmdqjMxgWZ0NwoGRdyffarrYXHfWA=w408-h725-k-no","S. L. V. LUBERICANTS","4.2","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 82174 59420",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=S.%20L.%20V.%20LUBERICANTS&query_place_id=ChIJGfAaTC0TrjsRS83VORdDEbg"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwepimELp10DMf_9L-bWHW6MqSTCyBaSPpSkuOYRhXXMWp5MXZ2qcYnRhqzeVud2sqwog0ZTRkxK5OqRy5dxCM_km71-rNI8MgdOkTFtOgo-Kvi9aVm-erhIcLcbRCm71-qETC--VwA=w408-h544-k-no","Maruthi real estate and constructions","4.2","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Maruthi%20real%20estate%20and%20constructions&query_place_id=ChIJDbi6cAAVrjsR6c4Ro05NVPg"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7U8biK9uOlTc1vo6Cj4KaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.38577&pitch=0&thumbfov=100","Value for money Realestate consultancy","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Value%20for%20money%20Realestate%20consultancy&query_place_id=ChIJb_S6XQATrjsRjLGOYC4ZvOs"
"https://lh3.googleusercontent.com/gps-proxy/ALd4DhE4aFBwRIO1WqFv-Pzkx-BeeL9QiGCMzaS3YuL0_7fFHSRWdJxieSLS6x2Omn-J6sk94QvaXlG9ZD1el3_CHky9M5e5OgOa3tO2c1UrFe7qhgHqS931upRK3RvfvF763VxVoysy58qvGIcjv12_rhv03KEeVBNQfPyw98LAHbcMrT88Mry_I0OTg2re36BJShTq9hU=w408-h544-k-no","Metropolis Properties Pvt. Ltd.","2.8","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99000 06937",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Metropolis%20Properties%20Pvt.%20Ltd.&query_place_id=ChIJkW9i7Y0UrjsREUTSBKS1dj8"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHjck9wfQiKhl8yXPSAopZpTZUJife87lla6y8tJQSGmg1J4S9qpuHxG_O1_sQAwzFgHnBEuaUZj-zi-up4p6LCFVkri1sD7VlpkkaAk9g-3pUIf07p_j9LL2pmhs4i5PVkZH7zwRNbGZ9=w408-h272-k-no","Home connects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Home%20connects&query_place_id=ChIJrxp2SgAVrjsRdBp0LDT_M3A"
"https://lh3.googleusercontent.com/p/AF1QipNFV60LfnvQFt6kll-ZW5Jb2zgQaLF3UWMNlt2X=w408-h306-k-no","Sai Reniit Group","4.4","129","https://www.instagram.com/saireniit_group",,,,"https://www.facebook.com/SaiReniitGroupKM",,,,,,"https://www.linkedin.com/company/100594750",,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/watch?v=E4V2zI4UMu0","https://www.youtube.com/watch?v=-wj1l05ffIM","https://www.youtube.com/channel/UCEYbBdxQMIBwTNt1dSrjkBQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://x.com/saireniit_group",,,,,"+91 88809 56956","info@saireniit.co.in",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.saireniit.co.in/","https://www.google.com/maps/search/?api=1&query=Sai%20Reniit%20Group&query_place_id=ChIJ_SGh25oUrjsRMb1IM0OireM"
"https://lh3.googleusercontent.com/p/AF1QipNLDYnb8ePi6ItRZ6Gu1Is6LIx4pZ3EFp3oO9c7=w408-h272-k-no","Advocate Jayanthi","4.7","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 90357 97090",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.law-cj.in/","https://www.google.com/maps/search/?api=1&query=Advocate%20Jayanthi&query_place_id=ChIJweCXopEUrjsRnYzhq6NXsFM"
"https://lh3.googleusercontent.com/p/AF1QipPkJWz_9NrMljlnsfZMIQ1CJMFpW-kO3aJAqEc7=w426-h240-k-no","Tenanted.in","4.7","71","https://www.instagram.com/tenanted_in",,,,"https://www.facebook.com/tenantedpms",,,,,,"https://in.linkedin.com/company/tenanted-in","https://www.linkedin.com/in/kalyan-cheedi","https://www.linkedin.com/in/skcaryan","https://www.linkedin.com/in/kiran-ms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/tenanted_in",,,,,"+91 95133 55088","hello@tenanted.in",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://tenanted.in/","https://www.google.com/maps/search/?api=1&query=Tenanted.in&query_place_id=ChIJ4Tgi-oMVrjsR5WHVbIGrLNQ"
"https://lh3.googleusercontent.com/p/AF1QipO_kepYKub6S8Q7iUKZZHcT-W3JPFdtf7-2G8px=w408-h272-k-no","NBR Group","4.9","206",,,,,"https://www.facebook.com/nbrdevelopers",,,,,,"https://www.linkedin.com/company/nbr-group-bangalore","https://in.linkedin.com/company/nbr-group-bangalore",,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/user/nbrbangalore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"twitter.com/nbrmeadows","https://x.com/nbrprojects",,,,"+91 90350 97084","frontdesk@nbrprojects.com","frontdesk@nbrgroup.in","crm@nbrgroup.in","hr@nbrgroup.in","sales@nbrgroup.in","digital@nbrgroup.in",,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.nbrgroup.in/","https://www.google.com/maps/search/?api=1&query=NBR%20Group&query_place_id=ChIJt2foXwARrjsREsjZBzF8VY8"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BGj3UKaK_6lzEo-Tap0yxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.43597&pitch=0&thumbfov=100","Somanna enclave",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru, Kothnur",,"https://www.google.com/maps/search/?api=1&query=Somanna%20enclave&query_place_id=ChIJH8JS6TwVrjsRTPFDcFzoez8"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F1OM7F6BloYXVlYpGGIloA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.77904&pitch=0&thumbfov=100","M/S ARK INTERNATIONAL BUSINESS SOLUTIONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=M%2FS%20ARK%20INTERNATIONAL%20BUSINESS%20SOLUTIONS&query_place_id=ChIJV2fsNswVrjsRF6oqa96iOcM"
"https://lh3.googleusercontent.com/p/AF1QipNu05XonHQd-5n3gWrI8wJIs-f80BnCJYpfoGvR=w408-h408-k-no","Plotzy groups of estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Plotzy%20groups%20of%20estate&query_place_id=ChIJP6mloY8VrjsRGUL5BHWa0eU"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IbOzqXyhwWaX-1iS82MjLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.38623&pitch=0&thumbfov=100","Siri Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 97318 25763",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Siri%20Real%20Estate&query_place_id=ChIJZdxg9XcVrjsRVPP3k-caGM8"
