"imageUrl","title","totalScore","reviewsCount","instagrams/0","instagrams/1","instagrams/2","instagrams/3","facebooks/0","facebooks/1","facebooks/2","facebooks/3","facebooks/4","facebooks/5","linkedIns/0","linkedIns/1","linkedIns/2","linkedIns/3","linkedIns/4","linkedIns/5","linkedIns/6","linkedIns/7","linkedIns/8","linkedIns/9","linkedIns/10","linkedIns/11","linkedIns/12","linkedIns/13","linkedIns/14","linkedIns/15","linkedIns/16","linkedIns/17","linkedIns/18","linkedIns/19","linkedIns/20","linkedIns/21","linkedIns/22","linkedIns/23","linkedIns/24","linkedIns/25","linkedIns/26","linkedIns/27","linkedIns/28","linkedIns/29","linkedIns/30","linkedIns/31","linkedIns/32","linkedIns/33","linkedIns/34","linkedIns/35","linkedIns/36","linkedIns/37","linkedIns/38","linkedIns/39","linkedIns/40","linkedIns/41","linkedIns/42","linkedIns/43","linkedIns/44","linkedIns/45","linkedIns/46","linkedIns/47","linkedIns/48","linkedIns/49","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4","youtubes/5","youtubes/6","youtubes/7","youtubes/8","youtubes/9","youtubes/10","youtubes/11","youtubes/12","youtubes/13","youtubes/14","youtubes/15","youtubes/16","youtubes/17","youtubes/18","youtubes/19","youtubes/20","youtubes/21","youtubes/22","youtubes/23","youtubes/24","youtubes/25","youtubes/26","youtubes/27","youtubes/28","youtubes/29","youtubes/30","youtubes/31","youtubes/32","youtubes/33","youtubes/34","youtubes/35","youtubes/36","youtubes/37","youtubes/38","youtubes/39","youtubes/40","youtubes/41","youtubes/42","youtubes/43","youtubes/44","youtubes/45","youtubes/46","youtubes/47","youtubes/48","youtubes/49","tiktoks/0","tiktoks/1","twitters/0","twitters/1","twitters/2","twitters/3","twitters/4","twitters/5","twitters/6","twitters/7","phone","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","emails/15","emails/16","emails/17","emails/18","emails/19","emails/20","emails/21","emails/22","emails/23","emails/24","emails/25","emails/26","emails/27","emails/28","emails/29","emails/30","emails/31","emails/32","emails/33","emails/34","emails/35","emails/36","emails/37","emails/38","emails/39","emails/40","emails/41","emails/42","emails/43","emails/44","city","website","url"
"https://lh3.googleusercontent.com/p/AF1QipMwygjWlkOIX2g8bWoZg2fzwIsSj2Umg3aAeCkM=w472-h240-k-no","GetBroker.in",,,"https://www.instagram.com/getbroker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.getbroker.in/","https://www.google.com/maps/search/?api=1&query=GetBroker.in&query_place_id=ChIJnTH-o9PDpSERD3unA5b2kJ0"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SnJay-CAgu0VvBNvorg3bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.10513&pitch=0&thumbfov=100","ThaRaf Holdings - ""Your Trusted Partner in Property & Investment""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=ThaRaf%20Holdings%20-%20%22Your%20Trusted%20Partner%20in%20Property%20%26%20Investment%22&query_place_id=ChIJ_wj13XMVrjsRZwoNdfGkofs"
"https://lh3.googleusercontent.com/p/AF1QipPhHYzYfrGHdKvTpqjm1Xbsk4pq7WSQ_Z47xF1s=w408-h337-k-no","E T Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 93412 11368","ashokchacko@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kasavanahalli, Bengaluru","https://www.etgroup.in/","https://www.google.com/maps/search/?api=1&query=E%20T%20Group&query_place_id=ChIJbagTMaITrjsRlO9M72Zg5bM"
"https://lh3.googleusercontent.com/p/AF1QipPRxdOqSCUsv2p_33V5AFgPFHW1C1-7K8DDqP-S=w408-h272-k-no","Abhishek P.N. Advocate (Bangalore)","5","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99806 06027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://sites.google.com/view/propertylawyerinbangalore/","http://sites.google.com/view/propertylawyerinbangalore/"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BOZH1qeu5K_DI4SFG3EqWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.591564&pitch=0&thumbfov=100","Lexport",,,,,,,"https://www.facebook.com/lexport.in",,,,,,"https://www.linkedin.com/company/lexport-i-advocates-legal-consultants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/lexportindia",,,,,,,,"+91 11 2627 0506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.lexport.in/","https://www.google.com/maps/search/?api=1&query=Lexport&query_place_id=ChIJ4czsElRrrjsRWLUxN8BrX0o"
"https://lh3.googleusercontent.com/p/AF1QipPwbvc6WCjsY3_4z8hspcKzzpKD3NJFUMsvpkER=w408-h408-k-no","Prisha Tax Consulting","5","126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98677 97279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Prisha%20Tax%20Consulting&query_place_id=ChIJzzzO0M4TrjsRiXnWooiEO2I"
"https://lh3.googleusercontent.com/p/AF1QipPuDYBG_GDpVSiyLUSZVFvyUfCtLA_ZaFq4TVdk=w490-h240-k-no","Purva Whitehall","4.5","200","https://www.instagram.com/puravankara_official",,,,"https://www.facebook.com/Puravankara",,,,,,"https://www.linkedin.com/company/puravankara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/channel/UCtKfdleZQS0eeb8-3RJphQA","https://www.youtube.com/watch?v=LLme0MBjQNg","https://www.youtube.com/watch?v=wtEZl46bmZE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/puravankara",,,,,,,,"+91 80 4343 9999","sales@puravankara.com","abhinav.k@puravankara.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haralur, Bengaluru","https://www.puravankara.com/residential-projects-bangalore/purva-whitehall?Primarysource=Digital%20Marketing&secondarysource=Google%20Maps&tertiarysource=businesslisting","https://www.google.com/maps/search/?api=1&query=Purva%20Whitehall&query_place_id=ChIJU3puSnITrjsRUNhLMlULYGQ"
"https://lh3.googleusercontent.com/p/AF1QipN60yL8fGfGN26rOASHAx_RNYPbiHKnq8iPRyzi=w434-h240-k-no","MANRIT REALTY","5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.manrit.com/","https://www.google.com/maps/search/?api=1&query=MANRIT%20REALTY&query_place_id=ChIJmzcOa3ETrjsRClxczWakzPo"
"https://lh3.googleusercontent.com/p/AF1QipM6dHCDzSG6tehPHo-UZR6IFXNiC9zaMn6EFKUw=w408-h280-k-no","Adarsh Palm Retreat Mayberry","3.7","184","https://www.instagram.com/adarsh.group",,,,"https://www.facebook.com/AdarshDevelopers",,,,,,"https://www.linkedin.com/company/adarshdeveloperspvtltd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.youtube.com/embed/_1RJyKkzjHY","https://www.youtube.com/@adarshgroup6176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://x.com/AdarshBlr",,,,,,,,"+91 63649 21345","sales@adarshdevelopers.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://www.adarshdevelopers.com/projects/residential/adarsh-mayberry/","https://www.google.com/maps/search/?api=1&query=Adarsh%20Palm%20Retreat%20Mayberry&query_place_id=ChIJHR6j8UoTrjsR1JZWhy314Ns"
"https://lh3.googleusercontent.com/p/AF1QipMUSt0sj_Lv22C6-P7JIicFa-hq5luo7xQs5PPJ=w408-h544-k-no","P SINGHAL & CO (CHARTERED ACCOUNTANTS)","4.8","114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 96638 85797","capankaj@psinghal.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.psinghal.com/","https://www.google.com/maps/search/?api=1&query=P%20SINGHAL%20%26%20CO%20(CHARTERED%20ACCOUNTANTS)&query_place_id=ChIJJ1dBsusTrjsRP3bcNn2vG6Q"
"https://lh3.googleusercontent.com/p/AF1QipM5Qtel--wayLQc3HHpzsvkgpdLmUQ-dAWwjZRE=w630-h240-k-no","Luxury Properties","4.7","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 96063 69009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://luxuryproperties.in/","https://www.google.com/maps/search/?api=1&query=Luxury%20Properties&query_place_id=ChIJh3mLOkI_rjsRCWTOS_-RpQE"
"https://lh3.googleusercontent.com/p/AF1QipP92hlsndydOAY-kD6PdMa56FhcxfkfsgM6dLeh=w408-h306-k-no","Piggy Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 80950 85770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haralur, Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Piggy%20Bank&query_place_id=ChIJGXQ0AWEVrjsRqY_vIczEwG8"
"https://lh3.googleusercontent.com/p/AF1QipNStXhfZ9VTbcTfuYb0RaEJMUnfNrhRY_agIKXl=w408-h544-k-no","LEXSITUS - LEGAL CONSULTANTS","4.6","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99020 26199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=LEXSITUS%20-%20LEGAL%20CONSULTANTS&query_place_id=ChIJz6qqepwUrjsRcymLyCyfVCo"
"https://lh3.googleusercontent.com/p/AF1QipM7rr9eg0Gvlanow7s3bkaaLh8A6FHkrNnvDM-9=w426-h240-k-no","Kedia Arpana & Co. - Chartered Accountants - Certicom Consultants","4.6","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 83174 88035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://certicom.in/","https://www.google.com/maps/search/?api=1&query=Kedia%20Arpana%20%26%20Co.%20-%20Chartered%20Accountants%20-%20Certicom%20Consultants&query_place_id=ChIJ_8TaNRITrjsRwpZtoF54e2k"
"https://lh3.googleusercontent.com/p/AF1QipOh6QDA4eRhY0yzHxOtLNbAkGkO2FYH3ZGoRiR5=w427-h240-k-no","BricksBee Pvt Ltd (Best Property Advisor)","5","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 88613 37197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.bricksbee.in/","https://www.google.com/maps/search/?api=1&query=BricksBee%20Pvt%20Ltd%20(Best%20Property%20Advisor)&query_place_id=ChIJZQzpDwYVrjsRErXCg6vOo10"
"https://lh3.googleusercontent.com/p/AF1QipM__V7815FViPF2Fc58dbeW5LsrFh1sOmns30I6=w529-h240-k-no","Cannon Law Chamber Advocate And legal Consultant Bangalore","4.5","88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98869 34352","cannonlawchamber@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kasavanahalli, Bengaluru","https://cannonlawchamber.com/","https://www.google.com/maps/search/?api=1&query=Cannon%20Law%20Chamber%20Advocate%20And%20legal%20Consultant%20Bangalore&query_place_id=ChIJXfii9RITrjsRiBhy3pc9Uag"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X6UDIveSf8EWU3yvZS_ouQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.91156&pitch=0&thumbfov=100","iPACT Legal","5","19",,,,,,,,,,,"https://in.linkedin.com/company/ipact-legal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"contact@ipactlegal.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","https://ipactlegal.com/","https://www.google.com/maps/search/?api=1&query=iPACT%20Legal&query_place_id=ChIJAXmnD5bMHygR47V213Yrais"
