"imageUrl","title","totalScore","reviewsCount","instagrams/0","instagrams/1","facebooks/0","facebooks/1","facebooks/2","facebooks/3","facebooks/4","facebooks/5","facebooks/6","facebooks/7","facebooks/8","linkedIns/0","linkedIns/1","linkedIns/2","linkedIns/3","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4","youtubes/5","youtubes/6","youtubes/7","youtubes/8","youtubes/9","youtubes/10","youtubes/11","youtubes/12","youtubes/13","youtubes/14","youtubes/15","youtubes/16","youtubes/17","youtubes/18","youtubes/19","youtubes/20","tiktoks/0","twitters/0","twitters/1","phone","emails/0","emails/1","emails/2","emails/3","emails/4","city","website","url"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-QiHTBUC4bRHHdqiDORD1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.06646&pitch=0&thumbfov=100","SV Property - Real Estate Bangalore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=SV%20Property%20-%20Real%20Estate%20Bangalore&query_place_id=ChIJh7StvBk_rjsRNw3qLxRbtsg"
"https://lh3.googleusercontent.com/p/AF1QipN463QROb5HJmmjgzcJdoULQARnlyM2IrxGhUh2=w426-h240-k-no","SRI MARUTHI REAL ESTATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 70193 54092",,,,,,"Ganakal Village, Bengaluru",,"https://www.google.com/maps/search/?api=1&query=SRI%20MARUTHI%20REAL%20ESTATE&query_place_id=ChIJR3wb_E0_rjsR4pbNWELZiAQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s1q-58y3vSSuqnvOGZNwmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.13203&pitch=0&thumbfov=100","Queens Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Queens%20Real%20Estate&query_place_id=ChIJJXEgumgVrjsR62n56pbRJKU"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iWh13wzQd0KF8KxFGtUo1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.48778&pitch=0&thumbfov=100","Laksha Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Laksha%20Real%20Estate&query_place_id=ChIJ____j14TrjsRv0CC-kzQ4iA"
,"ApkaComplex",,,"https://www.instagram.com/acx_apkacomplex_services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rentals@apkacomplex.com",,,,,"Bengaluru","https://apkacomplex.com/","https://www.google.com/maps/search/?api=1&query=ApkaComplex&query_place_id=ChIJb2kaofjOJEoROW0PpMyFc-8"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LSq6wyUP_HjOpj4ryZ7b_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.24158&pitch=0&thumbfov=100","Sri Vinayaka Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98455 91947",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Sri%20Vinayaka%20Real%20Estate&query_place_id=ChIJjYrmgbFsrjsRvrP4RMF7zhg"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0Bvmci3DYKTIR_mXr9x7KA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.0867&pitch=0&thumbfov=100","Friends real estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 96207 32346",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Friends%20real%20estate&query_place_id=ChIJT5HIeMsVrjsR6dvgp2VlV7A"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BRXYPmcRiM9Wm36bXOMRmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.36377&pitch=0&thumbfov=100","Friends Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 99866 68939",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Friends%20Real%20Estate&query_place_id=ChIJIWebYKkUrjsReXmHw8KJXiE"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4R30XM2o0YYv75Jb6kdNKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.50058&pitch=0&thumbfov=100","Sb Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Sb%20Real%20Estate&query_place_id=ChIJe383tqIUrjsRMz8z0u2dsOk"
"https://lh3.googleusercontent.com/p/AF1QipN7z1El6dVe9OxuY16ZI-pm08_v3vUHyQdFs-F0=w408-h306-k-no","CHANDRA ENTERPRISES REAL ESTATE AGENCY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98868 88827",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=CHANDRA%20ENTERPRISES%20REAL%20ESTATE%20AGENCY&query_place_id=ChIJf3nAkyNBrjsR5SCQhJ0snpM"
