"imageUrl","title","totalScore","reviewsCount","instagrams/0","instagrams/1","facebooks/0","facebooks/1","linkedIns/0","linkedIns/1","linkedIns/2","linkedIns/3","linkedIns/4","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4","youtubes/5","tiktoks/0","twitters/0","twitters/1","phone","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","city","website","url"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MGszI95Xp1ZOsmR-iOEHew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.92968&pitch=0&thumbfov=100","Propzen Private Limited",,,"https://www.instagram.com/nammabda",,"https://www.facebook.com/profile.php?id=61572318331021",,,,,,,,,,,,,,"https://x.com/_nammabda",,,"support@nammabda.com",,,,,,"Bengaluru","https://nammabda.com/","https://www.google.com/maps/search/?api=1&query=Propzen%20Private%20Limited&query_place_id=ChIJYfe-PUBtRa0RARok_qjSaGs"
"https://lh3.googleusercontent.com/p/AF1QipOBahF8XGxCFHG5fjr_gGZV7P6BaeB9o72kkIUI=w408-h460-k-no","Rishi Realty",,,,,,,,,,,,,,,,,,,,,"+91 88670 43434",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Rishi%20Realty&query_place_id=ChIJE7Vobrs_rjsR9tW5QNlqOhI"
"https://lh3.googleusercontent.com/p/AF1QipN463QROb5HJmmjgzcJdoULQARnlyM2IrxGhUh2=w426-h240-k-no","SRI MARUTHI REAL ESTATE",,,,,,,,,,,,,,,,,,,,,"+91 70193 54092",,,,,,,"Ganakal Village, Bengaluru",,"https://www.google.com/maps/search/?api=1&query=SRI%20MARUTHI%20REAL%20ESTATE&query_place_id=ChIJR3wb_E0_rjsR4pbNWELZiAQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IALaT31toDrcHu7C4C8ZhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.43959&pitch=0&thumbfov=100","Yensite Properties",,,,,,,,,,,,,,,,,,,,,,"filler@godaddy.com",,,,,,"Bengaluru","https://yensiteproperties.com/","https://www.google.com/maps/search/?api=1&query=Yensite%20Properties&query_place_id=ChIJhc4ghbO0jKsRXL-4zvdH0t0"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QxK5gQkRA1oRzLadNbjgyg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.60092&pitch=0&thumbfov=100","Nayak Consultancy Services",,,,,,,"https://www.linkedin.com/company/nayak-consultancy-services",,,,,,,,,,,,,,"+91 81693 93483","info@nayakconsultancy.com","info@nayakconsultancyservices.com",,,,,"Bengaluru","http://nayakconsultancyservices.com/","https://www.google.com/maps/search/?api=1&query=Nayak%20Consultancy%20Services&query_place_id=ChIJx5MOoP4_rjsRnLafTVxW6GQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QuOvMt_y4EqdwiVn8wcUYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.88195&pitch=0&thumbfov=100","Evolvere Services Private Limited",,,,,,,,,,,,,,,,,,,,,"+91 99019 75711","info@evolveres.in","mahesh@evolveres.in","narayana@evolveres.in",,,,"Bengaluru","http://evolveres.in/","https://www.google.com/maps/search/?api=1&query=Evolvere%20Services%20Private%20Limited&query_place_id=ChIJ1V0v1ZgirjsRL2wqXGUtJqs"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RW0ExRXmxhUpNOWrvfZuvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.20618&pitch=0&thumbfov=100","Falcon Global Infras",,,,,,,,,,,,,,,,,,,,,"+91 96323 07402",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Falcon%20Global%20Infras&query_place_id=ChIJbbPKzDMVrjsRwhOfT7dYDrA"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zYCD7mVFResgauQKjVHepA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.454605&pitch=0&thumbfov=100","Aadhya Abhay homes",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Aadhya%20Abhay%20homes&query_place_id=ChIJBbjIag0VrjsRC9l2QqOmV4w"
"https://lh3.googleusercontent.com/p/AF1QipN9OtSCh6pfIYm_R6dScjyuAH_NBJMgvoJEiMEC=w440-h240-k-no","Bangalore Assetz",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Bangalore%20Assetz&query_place_id=ChIJCUkaBwATrjsRn0o7WuEitGA"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V90kW0zEfZyxfRiMccyY3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.82098&pitch=0&thumbfov=100","Shreya Vision Properties",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Shreya%20Vision%20Properties&query_place_id=ChIJX_HtXgBrrjsRXSZGLqWzL-Q"
"https://lh3.googleusercontent.com/p/AF1QipP72_Kdh-sdkyg3jD-fwJDgUMqSiJuyxO9B4E1Y=w408-h306-k-no","Sri Sapthagiri Real Estate",,,,,,,,,,,,,,,,,,,,,"+91 97409 11192",,,,,,,"Bengaluru, Kothnur",,"https://www.google.com/maps/search/?api=1&query=Sri%20Sapthagiri%20Real%20Estate&query_place_id=ChIJgaqrNq1rrjsRrW_NjoOvReU"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EaL8Btvu6PDO4Xji1HwXoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.6188&pitch=0&thumbfov=100","MD PROPERTY CONSULTANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=MD%20PROPERTY%20CONSULTANT&query_place_id=ChIJ5U8-JHUVrjsRTWNBs4fdJPo"
"https://lh3.googleusercontent.com/p/AF1QipPAjQ5sj1q39NcBy4zx1NBvlAHwqBjpwIZkjvST=w427-h240-k-no","PropCenters",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=PropCenters&query_place_id=ChIJ2bWrI3QVrjsR29erw9psJko"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHjck9wfQiKhl8yXPSAopZpTZUJife87lla6y8tJQSGmg1J4S9qpuHxG_O1_sQAwzFgHnBEuaUZj-zi-up4p6LCFVkri1sD7VlpkkaAk9g-3pUIf07p_j9LL2pmhs4i5PVkZH7zwRNbGZ9=w408-h272-k-no","Home connects",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Home%20connects&query_place_id=ChIJrxp2SgAVrjsRdBp0LDT_M3A"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ugBdjNJYXN2hF22X5E_Q2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.16245&pitch=0&thumbfov=100","House of Plots",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=House%20of%20Plots&query_place_id=ChIJH5xXAAAVrjsRxkkU8WybaRI"
"https://lh3.googleusercontent.com/p/AF1QipMdq4R6-wLV5dvvueU0YLpMrkkeT8cPE_DmVGmH=w426-h240-k-no","Forest 24",,,,,,,,,,,,,,,,,,,,,"+91 90082 37456",,,,,,,"Bengaluru","https://www.forest24.in/","https://www.google.com/maps/search/?api=1&query=Forest%2024&query_place_id=ChIJbyL28EIVrjsRm2lYB2L7ojY"
"https://lh3.googleusercontent.com/p/AF1QipP5D8MSlCwT4fltIw5U47x678kcuY_WC-Rp1_sd=w408-h544-k-no","SHRI BHOOMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=SHRI%20BHOOMI&query_place_id=ChIJw4rPmqQ_rjsRrC-GfqZuxAU"
,"Primespace",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Primespace&query_place_id=ChIJy_N_0bAVrjsRprmYO74otFs"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TCCtObkf8hsCySCYRsODSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.2702&pitch=0&thumbfov=100","Ps Real Estate India",,,,,,,,,,,,,,,,,,,,,"+91 63624 57039",,,,,,,"Bengaluru","https://psrealestateindia.in/","https://www.google.com/maps/search/?api=1&query=Ps%20Real%20Estate%20India&query_place_id=ChIJxcWayllrrjsRpJYkYj4A2ec"
"https://lh3.googleusercontent.com/p/AF1QipOaK7mFJ7wDnZKGhJRf5VmVnDHYy-XzWsrYJzs=w408-h255-k-no","Shreyas Gruham Property Consultants",,,,,,,,,,,,,,,,,,,,,"+91 99862 99646",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Shreyas%20Gruham%20Property%20Consultants&query_place_id=ChIJ-R9pzG8_rjsRQNs_ARFNuQg"
"https://lh3.googleusercontent.com/p/AF1QipMhOPRt7GPOStq-QFAzJsCMqBoUE1mzys2L0oGg=w408-h244-k-no","UJWAL PROPERTY CONSULTANTS",,,,,,,,,,,,,,,,,,,,,"+91 98459 82758",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=UJWAL%20PROPERTY%20CONSULTANTS&query_place_id=ChIJ7Vrpw6Y_rjsRXe5_JCN-ysI"
"https://lh3.googleusercontent.com/p/AF1QipO3wnZxhYDeEPI25QF1kI7CNQhzzdySFTLi6-GA=w408-h272-k-no","Samruddhi Consultants Bangalore",,,"https://www.instagram.com/samruddhiconsultants26","https://www.instagram.com/wix","https://www.facebook.com/profile.php?id=61579764659401",,"https://www.linkedin.com/company/wix-com",,,,,"https://www.youtube.com/@onestoppropertysolution-l8z",,,,,,,"https://www.twitter.com/wix",,,"nikhil@samruddhiconsultants.com","info@mysite.com",,,,,"Ganakallu, Bengaluru","https://www.samruddhiconsultants.com/","https://www.google.com/maps/search/?api=1&query=Samruddhi%20Consultants%20Bangalore&query_place_id=ChIJ6S2wNUg_rjsRfJ39DA0QXpM"
"https://lh3.googleusercontent.com/p/AF1QipMD9gKnZEUmiU6RlLticTaHveKp-BeLOkWjeP4=w533-h240-k-no","Bangalore Property Consultant",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Bangalore%20Property%20Consultant&query_place_id=ChIJSxLUiyYRrjsRSs-4pkex8R4"
"https://lh3.googleusercontent.com/p/AF1QipNBK2dewfyIXyKSyAyXgZoo5fZEQAp911n-Mc3K=w408-h271-k-no","MYSPACE REALTY","3.7","66",,,,,,,,,,,,,,,,,,,"+91 90900 88585",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=MYSPACE%20REALTY&query_place_id=ChIJ6_LbGK0VrjsRQtTa3I3KQgU"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9gRYyp7rZhPgkBYrYI9MbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.33351&pitch=0&thumbfov=100","SRI ATHERAA INFRA & DEVELOPER'S",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=SRI%20ATHERAA%20INFRA%20%26%20DEVELOPER'S&query_place_id=ChIJb_1IYDgjrjsRBrdMHZEXlwk"
"https://lh3.googleusercontent.com/p/AF1QipOyPeCSzbxkQD7sNqYCzibWgMBOMyDqlq7eY8UX=w425-h240-k-no","Shiva Shankar real estate",,,,,,,,,,,,,,,,,,,,,"+91 98450 26538",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Shiva%20Shankar%20real%20estate&query_place_id=ChIJB3IQhTA-rjsR0pSPlv7OdRY"
"https://lh3.googleusercontent.com/p/AF1QipOm5U5IfF1TKck-72oyR8HwJ3c5gdomdWnqOS0g=w408-h271-k-no","Aytac services",,,,,,,,,,,,,,,,,,,,,"+91 96066 91173",,,,,,,"A, Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Aytac%20services&query_place_id=ChIJBcZ8yTs9rjsRUfY2bHDbCe0"
"https://lh3.googleusercontent.com/p/AF1QipPSlXmMRgBc_-a6z0aymXCrRV4lirM6GVTKH6Sj=w408-h544-k-no","OAKTree Living Space interior design","5","2",,,,,,,,,,,,,,,,,,,"+91 79751 44907",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=OAKTree%20Living%20Space%20interior%20design&query_place_id=ChIJiYnnLtAVrjsR64ISUu-EPqc"
"https://lh3.googleusercontent.com/p/AF1QipPfkLfmT727yMGA0Ee_WeaKIGltXoaHPAYPYFUs=w408-h444-k-no","Legal One - Advocate Vasudha Aradhya","4.9","158",,,,,,,,,,,,,,,,,,,"+91 97432 86251",,,,,,,"Bengaluru","https://www.legalone.online/","https://www.google.com/maps/search/?api=1&query=Legal%20One%20-%20Advocate%20Vasudha%20Aradhya&query_place_id=ChIJL8V4xkwVrjsRLigAMn7-Ls0"
"https://lh3.googleusercontent.com/p/AF1QipN6-9pvrlC7tYKJ5D06xNKaIhYvIGDoolmBHKRq=w425-h240-k-no","7 Doors","4.5","10",,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=7%20Doors&query_place_id=ChIJ27AizcQVrjsRXHV8d5MbHRQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VA1z1H8Qwx9Vp96RTdF41w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.65323&pitch=0&thumbfov=100","ONYX SPACES","5","4",,,,,,,,,,,,,,,,,,,"+91 78291 56669",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=ONYX%20SPACES&query_place_id=ChIJe9C7FTsXrjsRw239zflUXxA"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yC7o0ADhef23zemX0xfbXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.21948&pitch=0&thumbfov=100","Classic Property Consultants","5","1",,,,,,,,,,,,,,,,,,,"+91 80 2572 2855",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Classic%20Property%20Consultants&query_place_id=ChIJN9esIvMUrjsRII1PZbBeILo"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBylor_MbtN8pXcNOceE3kilNGcI8MuOsJwQel5aDWJIw7TzXVG8k9_QrvvpA0YSJFf2WL3VxfmPa8Gka4_wq3QfuaFbkm8uUr_CZLL81kRYbKFhVUZtYQbHHPMvmlIx0g-yo=w408-h544-k-no","Adithi Bliss, Gunjur","4.4","124",,,,,,,,,,,,,,,,,,,"+91 76767 68585",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Adithi%20Bliss%2C%20Gunjur&query_place_id=ChIJ__8P7o0SrjsRVqJA-rotOeA"
"https://lh3.googleusercontent.com/p/AF1QipNwBmU6OKIqeoUIG5piCiER7Ye8d8TbHlbWdd8v=w408-h306-k-no","Aakarsh Developers | Real Estate Developers | Affordable Apartments & Plots in Bangalore",,,,,,,,,,,,,,,,,,,,,"+91 88858 88401","info@akarshdevelopers.com",,,,,,"Bengaluru","https://www.aakarshdevelopers.com/","https://www.google.com/maps/search/?api=1&query=Aakarsh%20Developers%20%7C%20Real%20Estate%20Developers%20%7C%20Affordable%20Apartments%20%26%20Plots%20in%20Bangalore&query_place_id=ChIJi-BCyXUVrjsRk-8IUXJfY34"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mw6HTBYuPf7xDxQ29mEczQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.08664&pitch=0&thumbfov=100","Apropertycode",,,,,,,,,,,,,,,,,,,,,"+91 94828 94665","apropertycode@gmail.com",,,,,,"Bengaluru","https://apropertycode.com/","https://www.google.com/maps/search/?api=1&query=Apropertycode&query_place_id=ChIJlfC5dAAVrjsRP9M5T3G_r6g"
"https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKHC2iThLWiFpbSkQ7NTfplbCzLeXpTHQsqLxLDZnLUOaIbzFTDvKohiNvz8hZ88SUdjI-kxqFVV9jEJouExb-vNeYy2IX1PqzwXJtX7q0o61XGjc4z38DhvU5AqE4HLYy1yCywA=w408-h725-k-no","Hayagriva Enterprises","5","3",,,,,,,,,,,,,,,,,,,"+91 99162 54647",,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Hayagriva%20Enterprises&query_place_id=ChIJq2gQbqkVrjsRP2jgGsDJfyk"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8JCmFvhecbhoUTb6-t5RBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.663467&pitch=0&thumbfov=100","EstateRobo","4.9","34",,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru","http://www.estaterobo.co.in/","https://www.google.com/maps/search/?api=1&query=EstateRobo&query_place_id=ChIJWU10o-prrjsR8nHfq7sRBTQ"
"https://lh3.googleusercontent.com/p/AF1QipP989smyLqkszybpSwvuXTkPt7MXSrUzUFZ7L5R=w408-h476-k-no","LEGAL ONE – Advocate Farhaz Khan","5","101",,,,,,,,,,,,,,,,,,,"+91 95916 05097",,,,,,,"Bengaluru","https://www.legalone.online/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7822412831456405594","https://www.google.com/maps/search/?api=1&query=LEGAL%20ONE%20%E2%80%93%20Advocate%20Farhaz%20Khan&query_place_id=ChIJYxqSQXIVrjsRx4wE_lvfAOg"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HbnjHiSCvc7N24I4Q_sAXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.0669508&pitch=0&thumbfov=100","Right Property",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Right%20Property&query_place_id=ChIJ27DaTH8XrjsRdT_aZaV-44g"
