"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark_details/8","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"79285199","3-BHK-2140-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423739323835313939","3BHK Multistorey Apartment for Rent in Godrej United at Whitefield","2025-09-09T23:45:25.000Z","Laundry Service,Conference Room","115000","54","₹","3 BHK, Multistorey Apartment is available for Rent in Whitefield, Bangalore for 1.15 Lac(s)","You can explore this 3 BHK flat on rent in whitefield Bangalore. You can get this flat at monthly rent of ₹1.2 Lac.",,"19201|Grace Shopping Mart","19201|Akshay Tech Park","19202|The Deen's Academy","19202|St Josephs Convent","19203|Vydehi Hospital Multi Speciality","19203|Sri Sathya Sai Super Speciality Hospital Registration Block","19210|Hope Farm Circle Bus Stop","19210|Hope Farm Circle Bus Stop",,,"12.9680475,77.739097","WhiteCity Properties","White City Properties",,,"3","3","South -West","20","Bangalore","3","Bangalore, Karnataka","2140",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/May/09/Photo_h180_w240/79285199_7_PropertyImage350-08921579410026_180_240.jpg"
"80151125","2-BHK-1218-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanakapura-Road-in-Bangalore&id=4d423830313531313235","2BHK Multistorey Apartment for Rent in Prestige Falcon City at Kanakapura Road","2025-09-09T23:45:26.000Z","Bar/Lounge,Air Conditioned,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Internet/Wi-Fi Connectivity,RO Water System,Service/Goods Lift,Intercom Facility,Conference Room","52000","43","₹","2bhk flat available for sale in prestige falcon city 1218sqft 26th floor North facing semi furnished price Rs 52k including maintenance ngo","If you are searching a 2 BHK apartment for rent in Kanakapura Road, check out this amazing rental flat. The flat is available for rent at a competitive amount of ₹52,000. The apartment is located near kanakapura road konanakunte cross bangalore.",,"19202|GR Pre University College","19202|School of Engineering and Technology Jain University Bangalore","19210|NICE Road Junction",,,,,,,"kanakapura road Konanakunte cross Bangalore","12.84819789,77.52157499","Rajendra ","RMS Realtors",,,"1","2","North - East","32","Bangalore","2","Bangalore, Karnataka","1218",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jun/24/Photo_h180_w240/80151125_1_PropertyImage400-61269033055015_180_240.jpg"
"80875379","1-BHK-699-Sq-ft-Multistorey-Apartment-FOR-Rent-Carmelaram-in-Bangalore&id=4d423830383735333739","1BHK Multistorey Apartment for Rent in Mana Capitol  at Carmelaram","2025-09-09T23:45:26.000Z","Jogging and Strolling Track","33000","47","₹","its 1bhk semi furnished flat available for rent, having all amenities","If you are searching a 1 BHK apartment for rent in Carmelaram, check out this amazing rental flat. Available at a rental price of ₹33,000, this 1 BHK flat is worth considering. Some attractive additional facilities available with the flat are 1 Wardrobe and Gas Connection. The apartment is near to rga tech park,. The flat is on the 9th floor and includes 1 bathrooms, 1 balcony with a carpet area of 511 sqft. The property includes 1 Covered parking.",,"19202|Euro Kids School","19202|Harvest International School","19203|Natus Women & Children Hospital","19210|Karmelaram Railway Station",,,,,,"RGA Tech park,","12.90535744,77.70477882","Ashu","AIM Enterprises","511",,"1","1","North - East","12","Bangalore","1","Bangalore, Karnataka","699",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Aug/17/Photo_h180_w240/80875379_5_8d32f27f1d04b3cbd927a56e575f7d7_180_240.jpg"
"81221489","3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Rent-Bannerghatta-Main-Road-in-Bangalore&id=4d423831323231343839","3BHK Multistorey Apartment for Rent in Keya Spring at Bannerghatta Main Road","2025-09-09T23:45:26.000Z",,"65000","38","₹","Keya spring rent 3bhk 1705sqft east facing 65k semi funished","3 BHK flat is available for rent in Bannerghatta Main Road immediately. ₹65,000 is the monthly rent of this 3 BHK flat. The residents of the flat have access to additional facilities such as 3 Wardrobe. The flat is located near nearby school and hospital. The apartment is on the 15th floor, has a carpet area of 1300 sqft with 3 bathrooms and 2 balcony. There is also facility of 1 Covered parking.",,"19201|IBC Knowledge Park","19201|Billekahalli Industrial Area","19202|Amc Engineering College","19202|Royal English High School","19203|Apollo Sugar Clinics & Hospital | Best Endocrinologiest","19203|Fortis Hospital, Bannerghatta Main","19210|Upcoming Pink Line: Gottigere (Kalena Agrahara) ? Nagawara",,,"Nearby school and hospital","12.87052719,77.59332459","Sharu Homes","Sharu Homes","1300",,"2","3","East","17","Bangalore","3","Bangalore, Karnataka","1705",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Sep/04/Photo_h180_w240/81221489_9_dd921b9e9bb40218c53d6419badb25f_180_240.jpg"
"80660571","2-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Veerasandra-in-Bangalore&id=4d423830363630353731","2BHK Multistorey Apartment for Rent in Veerasandra","2025-09-08T23:45:28.000Z",,"40000","25","₹","This spacious semi furnished 3 BHK independent Apartment for boys, girls, and family is located at Veerasandra , Bengaluru and is close to the major commercial centers of the area. This independent apartment with a floor space of 1600 sq.ft in total. This house features Modular kitchen and more. It has 2 bathroom with all facilities. It can be rented at 40000for full house. Book it now","If you are searching a 2 BHK apartment for rent in Veerasandra, check out this amazing rental flat. The Rent amount of this 2 BHK apartment is set at an attractive price of ₹40,000. Some added-on facilities available with the flat are 3 Wardrobe, 2 Bed, Fridge, Washing Machine and Gas Connection.",,"19201|Savitha Concept Studio","19203|Sri Sai Clinic",,,,,,,,,"12.75984428,77.47998649","Bharath Rao",,"1500",,,"2","North","2","Bangalore","2","Bangalore, Karnataka","1600",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/26/Photo_h180_w240/80660571_1_hatsAppImage20250726at7.58.56PM_180_240.jpeg"
"80994387","2-BHK-984-Sq-ft-Multistorey-Apartment-FOR-Rent-Tumkur-Road-in-Bangalore&id=4d423830393934333837","2BHK Multistorey Apartment for Rent in Prestige Jindal City at Tumkur Road","2025-09-08T23:45:26.000Z","Jogging and Strolling Track","33000","34","₹","The project offers a variety of apartment configurations to suit different needs and preferences. This property is 2bhk Semi Furnished. East facing  designed with modern architecture and functional layouts.","You can explore this 2 BHK flat on rent in Tumkur Road Bangalore. The rent of the 2 BHK flat is ₹33,000. Some premium add-on facilities bundled with the flat are 2 Wardrobe and Gas Connection. The nearby landmarks are the property is located in tumkur main road.. The apartment is on the 20th floor, has a carpet area of 635 sqft with 2 bathrooms and 1 balcony. There is also facility of 1 Covered parking.",,"19201|Isro Data Center","19201|Dabaspet Industrial Areas",,,,,,,,"The property is located in Tumkur Main Road.","13.07490731,77.43671418","Young star group","Young Star Group  ","635",,"1","2","East","30","Bangalore","2","Bangalore, Karnataka","984",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Aug/19/Photo_h180_w240/80994387_7_hatsAppImage20240206at11.15.332_180_240.jpeg"
"81121203","3-BHK-1852-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423831313231323033","3BHK Multistorey Apartment for Rent in MRKR Mera Homes at Whitefield","2025-09-08T23:45:26.000Z","Jogging and Strolling Track","70000","38","₹","This lovely 3 bhk apartment for rent in whitefield is available in one of bangalore easts most popular projects, mrkr mera homes. This flat consists of 3 bathrooms  2 balconies build in 1852 sq.Ft. Super builtUp area. The flat consists of 3 bedrooms, built on 1852 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 14 floors and this property is situated on 3rd floor. Property is 10 years old. This property is semiFurnished. Equipped with 3 light, 1 wardrobe and 1 modular kitchen. Property will be leased for 11 months from thu, 01 OCT  2025 to families,","You can explore this 3 BHK flat on rent in whitefield Bangalore. This 3 BHK flat can be availed at the rental price of ₹70,000. The flat comes with some add-on facilities such as 3 Wardrobe. The flat is located on the 3rd floor which includes 3 bathrooms, 2 balcony, and covers a carpet area of 1483 sqft. You will also find 1 Covered parking facility.",,"19201|Ramus Furniture And Interiors Factory","19201|Sigma Soft Tech Park Gamma Block","19202|Holy Cross School","19202|Akash IIT JEE","19203|Karunashrya Hospital","19203|Sri Sathya Sai Institute Of Higher Medical Sciences","19210|Kadugodi Bus Stop","19210|Hope Farm Circle Bus Stop",,,"12.9680475,77.739097","Lokesh  Machappa","Dreams Realty","1483",,"2","3","West","14","Bangalore","3","Bangalore, Karnataka","1852",,"12800",,"https://img.staticmb.com/mbimages/project/Photo_h310_w462/2023/08/10/Project-Photo-139-MRKR-Mera-Homes-Bangalore-5000650_1500_2000_310_462.jpg"
"77556601","3-BHK-1760-Sq-ft-Multistorey-Apartment-FOR-Rent-Nagavara-in-Bangalore&id=4d423737353536363031","3BHK Multistorey Apartment for Rent in Mantri Lithos at Nagavara","2025-09-09T23:45:25.000Z","Bar/Lounge,Air Conditioned,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Laundry Service,Internet/Wi-Fi Connectivity,RO Water System,Service/Goods Lift,Intercom Facility,Conference Room","58000","33","₹","Spacious and 3bhk  luxurious property on 12 th floor. It is North west facing and property is corner flat with good ventilation and lighting.  well maintained and spacious rooms with good furniture and fittings. please call me for further details and inspection","A beautiful 3 BHK flat is available for rent in Nagavara. The 3 BHK apartment is available at a reasonable rent of ₹58,000. The papular landmark are inside manyatha tech  park.",,"19201|Karle Special Economic Zone","19201|Manyata Tech Park","19202|St.paul's School","19202|The Indian Public School, North Campus","19203|JMJ Hospital","19203|Kasier Polyclinic & Lab",,,,"Inside manyatha tech  park","13.04034459,77.61457659","Dany","Rental Space Net",,,"3","3","North - West","21","Bangalore","3","Bangalore, Karnataka","1760",,"12800",,"https://img.staticmb.com/mbimages/project/Photo_h310_w462/Project-Photo-8-Mantri-Lithos-Bangalore-5027556_488_1366_310_462.jpg"
"79341899","2-BHK-1285-Sq-ft-Multistorey-Apartment-FOR-Rent-Doddanekundi-in-Bangalore&id=4d423739333431383939","2BHK Multistorey Apartment for Rent in Akme Ballet at Doddanekundi, Kartik Nagar","2025-09-08T23:45:28.000Z","Air Conditioned,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Laundry Service,Internet/Wi-Fi Connectivity,RO Water System,Intercom Facility,Conference Room","65000","51","₹","good gated community near bagmane tech park","If you are searching a 2 BHK apartment for rent in Doddanekundi, check out this amazing rental flat. This 2 BHK flat is available at the reasonable rent amount of ₹65,000. The flat is nearby dodda nakundi village maruthahali bangalore.",,"19201|Prestige Group Tech Park","19201|Doodannakundi Industrial Area","19202|Ekya School","19202|Bangalore Management Academy","19203|Sarv Hospital.",,,,,"dodda nakundi village maruthahali bangalore","12.97434533,77.6954518","Mahesh","V R Real Estate ",,,"2","2","North","16","Bangalore","2","Bangalore, Karnataka","1285",,"12800",,"https://img.staticmb.com/mbimages/project/Photo_h310_w462/2023/11/14/Project-Photo-10-Akme-Ballet-Bangalore-5030473_1600_900_310_462.jpg"
"81312317","3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Doddakannelli-in-Bangalore&id=4d423831333132333137","3BHK Multistorey Apartment for Rent in Puja Navarathna at Doddakannelli","2025-09-10T11:02:12.000Z","Jogging and Strolling Track","45000","35","₹","2 BHK 24 hours water facility available 2 bhk flat for rent it is a gated community,very good society all security, lifts, gym, garden Area etc. And near by IT Companies in minimum distance, like Prestige Tech amenities are avaliable like swimming pool, indoor Games, children play Area, badminton court, 24 hrs Park, Wipro co.limited, RMZ Eco World, Cesna business park, Embassy Tech Park, eco space, Accenture etc. And shopping malls are avaliable nearby location with good","Grab the chance to own this affordable 3 BHK flat for rent in the Doddakannelli area.  This 3 BHK flat is available at the reasonable rent amount of ₹45,000. The flat comes with some add-on facilities such as 3 Wardrobe. The flat is nearby sarjapur main  road. Located on the 2nd floor, the flat has 2 bathrooms, 1 balcony in carpet area of 1000 sqft. You will also find 1 Covered parking facility.",,"19201|City Hyper Market","19201|Rga Tech Park","19202|Prakriya Green Wisdom School","19202|Sri Chaitanya PU College","19210|Carmelaram Railway Station",,,,,"Sarjapur Main  Road","12.9024845,77.699721","RAJU SANKANNAVAR","Sarvamangala Realtors","1000",,"1","2","North - East","5","Bangalore","3","Bangalore, Karnataka","1300",,"12800",,"https://img.staticmb.com/mbimages/project/Photo_h310_w462/2023/02/06/Project-Photo-72-Puja-Navarathna-Bangalore-5000478_721_1600_310_462.jpg"
"80626935","2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Gottigere-in-Bangalore&id=4d423830363236393335","2BHK Multistorey Apartment for Rent in Sriven Elegance at Gottigere","2025-09-09T23:45:26.000Z",,"19750","17","₹","Semi furnished 2 bhk apartment available for rent.Well Maintained and ready To Move In space.Perfect for comfortable living with a spacious and functional layout.Available for Family","2 BHK apartment is available on rent in Gottigere Bangalore right away. The multistorey apartment is available at rent of ₹19,750. Some added-on facilities available with the flat are 2 Wardrobe. The apartment is located near near gottigere police station.. The property includes 1 Covered parking.",,"19202|National Hill View Public School","19202|T John Institute of Technology Bangalore","19203|Apollo Hospital Enterprises Ltd","19210|Gottigere Bus Stop","19210|Gottigere Metro Station",,,,,"Near gottigere police station.","12.85636589,77.58799046","Housewise","Housewise.in",,,"2","2","North","4","Bangalore","2","Bangalore, Karnataka","1150",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/24/Photo_h180_w240/80626935_13_hatsAppImage20231009at113145AM2_180_240.jpeg"
"80240587","3-BHK-1320-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423830323430353837","3BHK Multistorey Apartment for Rent in  L&T Raintree Boulevard at Hebbal","2025-09-09T23:45:27.000Z","Jogging and Strolling Track","60000","45","₹","3 bhk flat for Rent in L and T Raintree Boulevard. It is a superb property and offers an excellent view. With multiple amenities and promises a comfortable stay. It is Feng Shui vaastu compliant, which brings positive energy. Indeed, the society also has multiple enjoyable facilities, such as a Clubhouse community center, fitness center, swimming pool, security personnel, water softening plant, and shopping center. It also has a rainwater harvesting system.","Grab the chance to own this affordable 3 BHK flat for rent in the Hebbal area.  The flat is available for rent at a competitive amount of ₹60,000. 3 Wardrobe are some of the additional amenities available with the apartment. It is located very close to hebbal. Located on the 5th floor, the flat comprises 2 bathrooms, 2 balcony, and has a carpet area of 924 sqft. 1 Covered parking space is also available.",,"19201|Brigade Opus","19202|Jain Heritage School","19202|Young Scholars Academy","19203|Medax Hospitals","19203|Ehaa Hospital","19210|Bhuvaneshwari Bus Stop","19210|Kanaka Nagar Bus Stop",,,"Hebbal","13.0349961,77.5981732","Planets Properties","Planets Properties","924",,"2","2","East","15","Bangalore","3","Bangalore, Karnataka","1320",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jun/30/Photo_h180_w240/80240587_6_hatsAppImage20250630at12.34.51PM_180_240.jpeg"
