"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"52251687","2900-Sq-ft-Commercial-Office-Space-FOR-Sale-Peenya-Industrial-Area-Phase-2-in-Bangalore&id=4d423532323531363837"," Commercial Office Space for Resale in Phase 2 Peenya","2025-09-08T17:35:02.000Z","Bar/Lounge,Visitor Parking","25000000","8621","₹","Expediently located in Peenya Industrial Area, Bangalore is a commercial office space of 2900 sqft that is open to investment options. If you are an investor that looks at the bigger picture, then this investment promises a stable recurring income when given on rent and can even generate a greater resale value. With the coming of age of rapidly growing industries, it is rest assured that this office space will be occupied in no time. So hurry, cash in and book it soon to bear the tasteful fruits of this worthy investment. Note: This property is up for sale as well as available on a rental basis. Property specifications and facilities Located on the 1st floor of a single storey building, this commercial space is furnished to your advantage, adding more value to your investment since settling in would be faster than usual. The office space features 7 cabins, an AC for a cool ambience, a reception area with seating arrangements and can accommodate 80 workstations. Chairs and tables are also available and moreover, this is a plug and play office which makes installation process easier and quicker. There are 2 neatly maintained washrooms available and apart from that, this east facing property is best suitable for setting up any commercial office. Furthermore, to enhance the look of the office space, vitrified tiles have been used for the flooring. There is a covered parking space to safely park vehicles and other facilities like round the clock water supply, 100% power backup, security with the help of CCTV and 1 lift have been provided. This ensures you have a smooth functioning and safe living environment. LocalityTo cater to any medical needs or emergencies, the hospital is located at a distance of 7km from the property. Any kind of shopping requirements can also be fulfilled with the Orion Mall being 7km away as well. Banks and ATMs as well as public transports are easily available within the vicinity whereas the metro station is 3km away and the railway station is 5km away.","At a competitive ₹2.50 Cr, this office space is on sale with a decent 2900 square feet in the Peenya Industrial Area Phase 2. By paying a booking fee of Rs 0, you can purchase this office space. There are about 2 washrooms in this workplace space. For your ease, a 1 Covered ,5 Open Parking(s) area in this office space offering value benefits. To comfortably park your vehicles ample 1 covered, 5 open parking spaces are available here.",,"19210|Peeny Industry (Green Line) Metro Station",,,,,,,,"Near  Kotak Mahindra Bank","13.0349164,77.522796","Naveen",,"2610",,,"2","North - East","1","Bangalore",,"Bangalore, Karnataka","2900",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2020/Nov/30/Photo_h180_w240/52251687_12_PropertyImage1606735750661_180_240.jpg"
"75874815","2800-Sq-ft-Commercial-Office-Space-FOR-Sale-4th-T-Block-East-in-Bangalore&id=4d423735383734383135"," Commercial Office Space for Resale in 4th T Block East Jayanagar","2025-09-09T17:35:02.000Z",,"30000000","10714","₹","  Commercial Office Space is available for Sale in 4th T Block East Jayanagar, Bangalore for 3.0 Crore(s)","Situated in the commercial hub of 4th T Block East, this prime office space has a ample of 2800 square feet and ₹3 Cr options to choose from. This office space is positioned on the 4 floor of the building. A decent number of 3 washrooms are available in this workplace space.",,"19202|National Public School","19203|Ramakrishna Hospital",,,,,,,,"12.92600335,77.59159844","Uday Kumar",,,,,"3",,"4","Bangalore",,"Bangalore, Karnataka","2800",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Nov/08/Photo_h180_w240/75874815_4_9f3f1ee53634df29dc0e594d06151ef_180_240.jpg"
"74850013","945-Sq-ft-Commercial-Office-Space-FOR-Sale-GD-Layout-in-Bangalore&id=4d423734383530303133"," Commercial Office Space for Resale in Gd Layout, Vidyaranyapura","2025-09-01T17:35:01.000Z","Internet/Wi-Fi Connectivity","15500000","16402","₹","Unlock the potential of your business with this prime Office Space available for sale GD Layout, Vidyaranyapura, Bangalore. This spacious, well-designed office comes with modern facilities and ample parking space, ensuring a comfortable work environment. Surrounded by a thriving residential and commercial neighborhood, this office is your gateway to success in one of Bangalore’s up-and-coming business areas. Don’t miss this chance—schedule a site visit today!Property Specifications Spanning an impressive super built-up area of 945 sq ft, this ground-floor property in a single-storeyed building offers an open hall layout, making it the ideal canvas for your commercial vision. This freehold office space is thoughtfully designed to provide a versatile environment for various commercial purposes. The open hall format allows for flexible configuration, enabling you to tailor the layout to suit your business needs. With an east-facing orientation, the office receives ample natural light throughout the day, creating an inviting atmosphere. A dedicated washroom ensures convenience for staff and visitors alike, making this office space both practical and appealing. The property features vitrified tile flooring, enhancing both aesthetics and functionality. With its unfurnished state, you have the freedom to design the interior to reflect your brand and operational needs.Facilities This property is equipped with essential amenities that cater to modern business requirements. Open parking is available, providing hassle-free access for both employees and clients. The office space benefits from a reliable water supply and a 100% power backup facility, ensuring uninterrupted operations. Security is prioritized with the installation of CCTV cameras, offering peace of mind in this bustling area. Locality This office space is located at the rear end of the Anjaneya Temple which serves as the nearest landmark. Moreover, the surrounding area is well-developed, with some of the well-known schools, and prominent hospitals dotted at 1km. Additionally, there are many famous shopping malls, and supermarkets all within a short distance, making it convenient for employees and clients. Public transport options are readily available, enhancing connectivity to various parts of the city. Additionally, the Kodigehalli Railway Station is just 1 km away, further facilitating easy commutes.","This office space is for sale in GD Layout, is positioned across a sizable portion of 945 square feet, and is listed at a competitive price of ₹1.55 Cr. The office space offers about 1 washrooms.",,,,,,,,,,,"13.0716388,77.56259464","vivek",,"1080",,,"1","East","1","Bangalore",,"Bangalore, Karnataka","945",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Sep/16/Photo_h180_w240/74850013_1_IMG20180207WA00031_180_240.jpg"
"43799577","2720-Sq-ft-Commercial-Office-Space-FOR-Sale-Lal-Bagh-Main-Road-in-Bangalore&id=4d423433373939353737"," Commercial Office Space for Resale in Lal Bagh Main Road","2025-09-08T17:35:02.000Z",,"17000000","6250","₹"," This Commercial Office Space is located at 4th floor in a building of total 4 floors. The Commercial Office Space construction is above 20 years. ","Situated in the commercial hub of Lal Bagh Main Road, this prime office space has a ample of 2720 square feet and ₹1.70 Cr options to choose from. The office space offers about 3 washrooms.",,"19202|Al Ameen College",,,,,,,,,"12.95915273,77.58687485","D V Prabhu",,,,,"3",,"4","Bangalore",,"Bangalore, Karnataka","2720",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Feb/15/Photo_h180_w240/c0c8022-4846-46e3-837c-6a12135866d6_43799577_180_240.jpg"
"59758491","11000-Sq-ft-Commercial-Office-Space-FOR-Sale-Yelachenahalli-in-Bangalore&id=4d423539373538343931"," Commercial Office Space for Resale in Yelachenahalli, Kumaraswamy Layout, Kanakapura Road","2025-09-07T17:35:01.000Z","Visitor Parking","40000000","3636","₹","Up for sale in the prime commercial areas of Bangalore is a massive commercial office space. This property is near J P Nagar 6 th Phase, Kanakapura Main Road and ideal for setting up ventures related to garments, IT or any other industries.  So, if you have been planning to start your own business and seeking an ideal destination for the same, then this property is the one you should definitely go for.Property SpecificationsOccupying a super area of 11000 sqft and a carpet area of 3550 sqft, this commercial office space is on the 3rd floor of a 3-storey building. Facing the south-west direction, this property is built as per the vaastu rules to ensure financial prosperity and overall growth.Strategically located, this office space features an open hall which can be tailored as per one’s business requirements, which is an added advantage. Also, there is a dry pantry and 10 washrooms for the ease of the staff. To offer a cool working ambience in all seasons, 4 ACs are installed.To give this office space a neat and proficient look; superior quality vitrified tiles are covered on the flooring of the entire premises.FacilitiesVehicles can be parked at ease as 2-3 open parking spaces are available for the same. There is a lift to access respective floors without any hassle.LocalitySited just 500m from Yelachenahalli Metro Station, this commercial property is 10km from Bangalore Railway Station. Public transport regularly ply to/from this area so commuting will not be a concern for the people working here.Other amenities like hospitals, hotels and restaurants are within 500m and Metro Cash and Carry is at a distance of 1km. Banking and financial services can be availed quickly as leading banks/ATMs are within the vicinity.","A well known office space is located in the prime area of Yelachenahalli and spread across a 11000 square feet and at a right ₹4 Cr fit. By paying the Rs 1000000 you can easily block your office space. Making it comfortable for each office space unit holder, it offers 10 washrooms.",,"19202|Narayana E","19210|Yelachenahalli Metro Station, Bangalore",,,,,,,"Hdfc bank","12.9004281,77.570505","Sai Kumar",,"9000",,,"10","South -West","3","Bangalore",,"Bangalore, Karnataka",,,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Mar/09/Photo_h180_w240/59758491_4_PropertyImage1646826317532_180_240.jpg"
"73921383","2878-Sq-ft-Commercial-Office-Space-FOR-Sale-Industrial-Area-in-Bangalore&id=4d423733393231333833"," Commercial Office Space for Resale in Ardente Office One at Industrial Area Hoodi","2025-09-07T17:35:01.000Z","Air Conditioned,Internet/Wi-Fi Connectivity,RO Water System,Service/Goods Lift,Visitor Parking,Intercom Facility,Wheelchair Accessibility,Conference Room,Fire Sprinklers","375000008","130299","₹","we are excited to inform you about an opportunity to acquire a fully furnished office space within our premises. This space is perfectly suited for businesses, offering a plugandplay setup with a capacity of up to 50 seats.Key FeaturesLocation Ardente office One, Tower B, 1st Floor.Area BuiltUp Area 2,898 Sq.Ft, Carpet Area 2,500 Sq.FtFurnishing Fully FurnishedSeating Capacity Up to 50 seatsFacilities Power Backup, DG Backup, Lift, Shared Washrooms, Water Storage, SecurityParking Reserved 1 SlotOwnership FreeholdAvailability Ready to occupy from July 11, 2024","At a competitive ₹37.50 Cr, this office space is on sale with a decent 2878 square feet in the Industrial Area. This office is strategically located in the prominent commercial complex of Ardente Office One. By paying a booking fee of Rs 50000, you can purchase this office space. A decent number of 3 washrooms are available in this workplace space. As a part of additional amenities, there is a Virtual Space Option area in this office as well. This office space has 1 covered, 10 open parking spaces for you to comfortably place your vehicles.",,,,,,,,,,"Hoodi Bus stand","12.99048458,77.70985226","Prasad",,"2500",,,"3","East","3","Bangalore",,"Bangalore, Karnataka","2878",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jul/19/Photo_h180_w240/73921383_4_NM0449_180_240.JPG"
"69437291","2937-Sq-ft-Commercial-Office-Space-FOR-Sale-JP-Nagar-in-Bangalore&id=4d423639343337323931"," Commercial Office Space for Resale in J P Nagar","2025-09-05T17:35:02.000Z",,"43500000","14811","₹","This property located in peaceful and prime area","Situated in the commercial hub of JP Nagar, this prime office space has a ample of 2937 square feet and ?4.35 Cr options to choose from. By paying the Rs 4000000 you can easily block your office space. A decent number of 2 washrooms are available in this workplace space. As a part of additional amenities, there is a 1 Covered ,1 Open Parking(s) area in this office as well. With multiple parking options, you can easily park your vehicle nearby as there are 1 covered, 1 open parking slots.",,"19201|FRESHCO SUPER MARKET","19201|Reliance Smart Bazaar","19202|Frank Public School","19202|Jain Public School","19203|ULBA Hospital","19203|South Tower Hospital","19210|Sarakki Signal Bus Stop","19210|Green Line Jaya Prakash Nagar Metro Station","Indian oil petrol bunk","12.90369008,77.58574868","Narendra",,"2540",,,"2","West","4","Bangalore",,"Bangalore, Karnataka","2937",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Oct/17/Photo_h180_w240/69437291_5_PropertyImage1697555606917_180_240.jpg"
"76848989","2750-Sq-ft-Commercial-Office-Space-FOR-Sale-Electronic-City-Phase-2-in-Bangalore&id=4d423736383438393839"," Commercial Office Space for Resale in Oraiyan Luxury Villas at Phase 2 Electronic City","2025-09-04T17:35:01.000Z",,"33000000","12000","₹","Commercial office space is available for sale. It covered area of 2750 sq-ft, it is a good location property. Please contact for more details.","Business cum office space is available for sale on a good deal in Electronic City Phase 2 with different 2750 square feet options and at a competitive ₹3.30 Cr. This office is strategically located in the prominent commercial complex of Oraiyan Luxury Villas. In case you wish to purchase this office space you just need to pay the Rs 100000.",,"19201|Bommasandra Industrail Area","19210|Huskur Gate",,,,,,,,"12.84681621,77.68222508","sagar",,,,,,"North","1","Bangalore",,"Bangalore, Karnataka","2750",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jan/03/Photo_h180_w240/76848989_1_PropertyImage412-67402994736125_180_240.jpg"
"77638665","5000-Sq-ft-Commercial-Office-Space-FOR-Sale-HSR-Layout-in-Bangalore&id=4d423737363338363635"," Commercial Office Space for Resale in BDA complex HSR Layout at Hsr Layout","2025-08-01T14:41:20.000Z","Air Conditioned,Internet/Wi-Fi Connectivity,RO Water System,Service/Goods Lift,Visitor Parking,Conference Room","75000000","15000","₹","commercial building for sale in very prime location in HSR Layout sector 6 behind BDA complex very close to outer ring road ground and 4 floors rental income around 3.3 lakh per month with power backup lift security and water please do contact for more details Nine Nine Seven Two Five Five Six Six Seven Seven","Business cum office space is available for sale on a good deal in HSR Layout with different 5000 square feet options and at a competitive ₹7.50 Cr. Having great prominence, this office space is located in the famous commercial complex Bda Complex Hsr Layout. To initiate the purchase of the office space you need to only pay a booking fee of Rs 100000. The office space offers about 4 washrooms. As a part of additional amenities, there is a Property Currently Leased Out area in this office as well. With multiple parking options, you can easily park your vehicle nearby as there are 2 open parking slots.",,"19201|Global Techonology Park","19201|Star Bazaar","19202|Vs International Preschool","19202|Cambridge Public School","19203|Narayana Multispeciality Hospital, Hsr Layout","19203|DermaZeal Clinic","19210|HSR Layout Metro Station","19210|Mangammanapalya Bus Stop","Empire Hotel","12.9114311,77.6445763","Mohan",,"4500","12850",,"4","South","5","Bangalore",,"Bangalore, Karnataka","5000",,"12800",,"https://img.staticmb.com/mbimages/project/Photo_h310_w462/2021/11/16/Project-Photo-7-BDA-complex-HSR-Layout-Bangalore-5035457_1000_2000_310_462.jpg"
"77956569","6400-Sq-ft-Commercial-Office-Space-FOR-Sale-Kengeri-in-Bangalore&id=4d423737393536353639"," Commercial Office Space for Resale in Kengeri","2025-08-26T17:35:01.000Z",,"42500000","6641","₹","Commercial office space is available for sale. It has covered area of 6400 sq-ft, it is a good location property. Please contact for more details.","A well known office space is located in the prime area of Kengeri and spread across a 6400 square feet and at a right ₹4.25 Cr fit. The office is located on floor 5 of the structure. Ample of 5 washrooms are available in this office space. As a part of additional amenities, there is a Assured Returns of 5% per annum area in this office as well.",,"19202|National Public School","19202|Mahan Anjanadri Vidya Kendra","19203|H.K. Hospital","19203|Kengeri Government Hospital","19210|Kengeri Police Station Bus Stop",,,,,"12.90266259,77.48123034","ASHOK KUMAR",,"6000",,,"5",,"5","Bangalore",,"Bangalore, Karnataka","6400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Feb/24/Photo_h180_w240/77956569_5_hatsAppImage20250221at9.39.48AM_180_240.jpeg"
"81081941","1000-Sq-ft-Office-in-IT-Park-SEZ-FOR-Sale-Ramagondanahalli-Whitefield-in-Bangalore&id=4d423831303831393431"," Office in IT Park/ SEZ for Resale in Ramagondanahalli-Whitefield, Whitefield","2025-08-25T11:18:26.000Z",,"13500000",,"₹","Office in IT park is available for sale. It is a good location property. Please contact for more details.","The office space is located on the 11 floor of the building. This IT Park SEZ office space for sale is located at Ramagondanahalli Whitefield, Bangalore - East, Karnataka.",,"19203|Siddhanth Hospital",,,,,,,,,"12.9556131,77.7412929","Prateek Prateek Gupta",,"1000",,,"4",,"11","Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Sep/06/Photo_h180_w240/81081941_8_PropertyImage449-1645811493502_180_240.jpg"
"59830529","2400-Sq-ft-Commercial-Office-Space-FOR-Sale-A-Narayanapura-in-Bangalore&id=4d423539383330353239"," Commercial Office Space for Resale in A Narayanapura, Mahadevapura","2025-09-07T17:35:01.000Z",,"19000000","7917","₹","  Commercial Office Space is available for Sale in A Narayanapura, Bangalore for 1.9 Crore(s)","This office space is for sale in A Narayanapura, is positioned across a sizable portion of 2400 square feet, and is listed at a competitive price of ₹1.90 Cr. For your ease, a Zone:Free Trade Zone area in this office space offering value benefits.",,"19202|Capital Public School","19202|Pragathi Tthe School","19203|Slv Speciality Clinic",,,,,,,"12.99316837,77.67313601","Babu CL",,,,,,"North - East",,"Bangalore",,"Bangalore, Karnataka","2400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Mar/10/Photo_h180_w240/59830529_12_bba0b90-e6bc-40da-bc1d-92519412d39e_180_240.jpg"
"73676109","9000-Sq-ft-Commercial-Office-Space-FOR-Sale-Banjara-Layout-in-Bangalore&id=4d423733363736313039"," Commercial Office Space for Resale in Banjara Layout","2025-09-05T17:35:02.000Z","Air Conditioned","59500000","6611","₹","1year old 4 floors building in 3550 sft plot size 50x71, House will be sold with 90 of complete furnishing and electrical items, Expected rental with basement and Ground floor office with 1RK is 1100001, Semi Ground floor for rent space with 1600sft, with 1RK n bathroom, Rent expected 400002, Ground floor with furnished office space with pantry n 2 bathroom, and external 1RK. Rent expected 70K  8k.3, 1st n 2nd floor 4bhk complete Marble flooring house, all doors teak wood including bathroom doors, Main door with 10ft height.3 car park and two wheelers parking, House control5","This office space is for sale in Banjara Layout, is positioned across a sizable portion of 9000 square feet, and is listed at a competitive price of ₹5.95 Cr. There are about 5 washrooms in this workplace space. Additionally, the office space also offers a Personal Pantry/Cafeteria area. For the convenience of the users, this office space comes with ample 3 covered parking spaces.",,"19201|Bagmane Tech Park (","19202|Vibgyor High School, Horamavu","19202|Sunshine School","19203|Pranav Diagnostic Centre","19210|Baiyyappanahalli Cabin Railway Station",,,,"Opp Spoorthy Sagarika school Horamavu","13.034068,77.667165","Chethan",,"8500","12850",,"5","North","4","Bangalore",,"Bangalore, Karnataka","9000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jul/05/Photo_h180_w240/73676109_8_IMG_1378_180_240.jpg"
"79923193","5500-Sq-ft-Commercial-Office-Space-FOR-Sale-Ashok-Nagar-in-Bangalore&id=4d423739393233313933"," Commercial Office Space for Resale in Ashok Nagar","2025-08-09T17:35:02.000Z","Air Conditioned,Internet/Wi-Fi Connectivity","40000000","7273","₹","  Commercial Office Space is available for Sale in Ashok Nagar, Bangalore for 4.0 Crore(s)","This office space is for sale in Ashok Nagar, is positioned across a sizable portion of 5500 square feet, and is listed at a competitive price of ₹4 Cr. Ample of 4 washrooms are available in this office space.",,"19201|UB City","19201|Garuda Mall","19202|St. Josephs Indian Primary School","19202|St. Joseph?s Pre-University College","19203|Mallya Hospital","19210|Vellara Junction Metro Station","19210|Bishop Cotton Boys School Bus Stop",,,"12.9715826,77.60222617","Priyanshu",,"2000",,,"4","North","2","Bangalore",,"Bangalore, Karnataka","5500",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jun/09/Photo_h180_w240/79923193_1_PropertyImage63-5702868570156_180_240.jpg"
"40061623","1908-Sq-ft-Commercial-Office-Space-FOR-Sale-Infantry-Road-in-Bangalore&id=4d423430303631363233"," Commercial Office Space for Resale in Infantry Road","2025-07-26T17:35:02.000Z","Air Conditioned,Internet/Wi-Fi Connectivity,Service/Goods Lift,Intercom Facility,Conference Room,Fire Sprinklers","25000000","13103","₹","Up for sale, this professionally designed commercial office space located on the Infantry Road – one of the highly sought after commercial hubs of Bangalore and is absolutely worth investing a lump-sum amount on at a time. High-in-demand, this commercial property enjoys high appreciation in terms of location as well as finance due to its close proximity to the MG Road (500m), Brigade Road, and Cubbon Park Metro Station.Property SpecificationsSpread across a considerable carpet area of 1450 sqft, this fully furnished commercial office space is located on the 2nd floor and encompasses an attractive reception cum waiting area, 4 well-furnished private cabins, 22 functional workstations (seats), and well-designed conference room with the capacity of 10 people. In addition, a sizable dry pantry and 2 private washrooms are available here for the convenience of the working staff.Well-lit and well-ventilated, this office space provides an outstanding working environment for the staff. The flooring is adorned with flawless vitrified tile flooring, which not only enhances the overall visual appeal of this premise, but also attracts the instant attention of the business clients. The efficient LAN connectivity has been provided which assists in sharing common resources such as printers, internet, memory, etc.Vaastu-compliant, this north facing office space assures healthier financial activities and is best suitable for IT/ITES associated business venture.FacilitiesReady-to-move-in, this commercial office space is up-to-date with basic and essential facilities like round the clock water supply, 100% power backup, 24 hours tight security, and 2 covered parking slots. Also, utility service providers are readily accessible in this locality.LocalityWell-positioned on the main road, this commercial office space is benefited with excellent connectivity as well as good accessibility. The availability of public transport facilities is outstanding is this locality which facilitates hassle-free commuting across the city.For significant banking and financial services, numerous leading banks and ATMs are accessible within the close vicinity. In case of any medical emergency, several Government as well as private hospitals/clinics are easily reachable from this complex.  So, seize this fantastic investment opportunity and establish an advantageous business venture without making any further delay!!!","Business cum office space is available for sale on a good deal in Infantry Road with different 1908 square feet options and at a competitive ₹2.50 Cr. The office space offers about 2 washrooms. An extra benefit is a Dry Pantry/Cafeteria area that comes as an addition to the offerings.",,"19203|Sita Bhateja Speciality Hospital",,,,,,,,"jam plaza second floor s 10 1616 infantr road banglore 1secona plaza","12.98135156,77.60108213","Anand Shenoy",,"1450",,,"2",,"3","Bangalore",,"Bangalore, Karnataka","1908",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2019/Mar/09/Photo_h180_w240/40061623_2_IMAG0074_180_240.jpg"
"71719913","1000-Sq-ft-Commercial-Office-Space-FOR-Sale-Sahakara-Nagar-in-Bangalore&id=4d423731373139393133"," Commercial Office Space for Resale in Sahakar Nagar","2025-07-26T17:35:02.000Z","Conference Room","15000000","15000","₹","Commercial office space is available for sale. It is a good location property. Please contact for more details.","In this budding Sahakara Nagar this office space is on sale at a competitive ₹1.50 Cr and is available in varied 1000 square feet. Making it comfortable for each office space unit holder, it offers 1 washrooms.",,"19202|Silicon Valley School,Kodigehalli","19202|Impact College Of Engineering And Applied Sciences","19203|Joshi Andrology and Neurology Central","19203|Ortho Tech","19210|Kodigehalli Railway Station","19210|Sahakara Nagara Police Station Bus Stop",,,,"13.06522033,77.58650156","madhu",,,,,"1","East","4","Bangalore",,"Bangalore, Karnataka","1000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Mar/06/Photo_h180_w240/71719913_11_20240113161537_180_240.jpg"
"63515149","4000-Sq-ft-Commercial-Office-Space-FOR-Sale-Doopanahalli-in-Bangalore&id=4d423633353135313439"," Commercial Office Space for Resale in Doopanahalli, Indira nagar","2025-08-04T17:35:02.000Z","Air Conditioned,Internet/Wi-Fi Connectivity,RO Water System,Visitor Parking","40000000","10000","₹","Property Ideal for Office first Floor and warehouse in Ground Floor with Service app on 2nd Floor Multipurpose","At a competitive ₹4 Cr, this office space is on sale with a decent 4000 square feet in the Doopanahalli. One can book this space by paying a minimum Rs 1000000. A decent number of 6 washrooms are available in this workplace space. For your ease, a Assured Returns of 10% per annum area in this office space offering value benefits. With about 1 open parking slots, this office space offers ease for its users to park their vehicles.",,,,,,,,,,"Off Nishant Enclave","12.96749968,77.63934487","Manpreet",,"3200",,,"6","North","3","Bangalore",,"Bangalore, Karnataka","4000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Oct/06/Photo_h180_w240/63515149_2_4121907_180_240.jpg"
"73993481","1233-Sq-ft-Commercial-Office-Space-FOR-Sale-Mahatma-Gandhi-Road-in-Bangalore&id=4d423733393933343831"," Commercial Office Space for Resale in Manipal Center Apartments at Mahatma Gandhi Road","2025-07-17T22:30:23.000Z","Visitor Parking,Fire Sprinklers","21000000","17032","₹","I want to sale my proprty on good price becound i need the urgent money. It covered area of 1233 sq-ft, it is a good location property. Please contact for more details.","In this budding Mahatma Gandhi Road this office space is on sale at a competitive ₹2.10 Cr and is available in varied 1233 square feet. Having great prominence, this office space is located in the famous commercial complex Manipal Center Apartments. Conveniently crafted and positioned there are about 2 washrooms in this office space. As a part of additional amenities, there is a Wet Pantry/Cafeteria area in this office as well.",,"19201|Prestige  Meridian","19202|St Joseph s College of Business Administration","19202|Rbanms Middle School","19203|Geriatric Care","19210|Mahatma Gandhi Road Metro Station","19210|Trinity Metro Station, Bangalore",,,"This proprty near by metro and good connectivity of transport","12.97467669,77.61000455","anurag",,,,,"2",,"7","Bangalore",,"Bangalore, Karnataka","1233",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jul/24/Photo_h180_w240/73993481_7_hatsAppImage20240724at2.49.14PM1_180_240.jpeg"
"78426179","1650-Sq-ft-Commercial-Office-Space-FOR-Sale-Avenue-Road-in-Bangalore&id=4d423738343236313739"," Commercial Office Space for Resale in Avenue Road","2025-09-09T23:40:37.000Z","Visitor Parking","190000000","115152","₹","Discover the business potential trapped in this big office space available for sale in the center of the commercial area of Bangalores Avenue Road area. With its prime location and flexible plan, this building is perfectly suited for a guesthouse, and thus it is the ideal investment spot for investors to reap the benefits of the flourishing hospitality industry.Property SpecificationsIt spans an incredible 1650 sq ft of super area and boasts a ground floor and three additional floors out of four total floors. It features a humongous hall, 25 well-designed rooms, and 7 commercial shops within it, providing ample room for residential purposes as well as business dealings. It has 25 washrooms within the building, making it quite convenient for guests and visitors to use. With lovely marble flooring all over and an East-facing orientation, the room not only looks lovely but also benefits from ample sunlight. In addition to this, it is Vaastu compliant, which means it provides a smooth and friendly atmosphere for guests.FacilitiesThis office accommodation is inclusive of basic amenities that make it functional and secure. Guests have open parking available to them, and the property enjoys 24-hour water supply. Security is not neglected with CCTV cameras fitted across the premises, allowing both the guests and management to feel secure.LocalityLocated strategically near big landmarks such as City Market and K R Market, the building has better visibility and accessibility. A combination of hospitals such as Victoria and Vani Vilas, are easily found within a radius of 500 meters and are appropriate for guests requiring medical facilities. Various banks and ATMs are also available within the same radius for convenient access.Public transport facilities abound, with varying modes of transport within easy reach. Bangalore Central Railway Station is 3 km from here, and City Market Metro Station is only 500 meters from the premises, ensuring that connectivity for guests as well as employees is easy.","A well known office space is located in the prime area of Avenue Road and spread across a 1650 square feet and at a right ?19 Cr fit. While one would like to book an office space, a minimum booking fee of Rs 500000 to be shell out. For your business, this office space is the best place as it is positioned on the 4 floors of the building. A decent number of 10 washrooms are available in this workplace space. An extra benefit is a 1 Covered ,1 Open Parking(s) area that comes as an addition to the offerings. You can easily park your vehicle near the office as there are 1 covered, 1 open parking spaces available.",,,,,,,,,,"K R  Market","12.96798485,77.57869403","MbUser",,"1300",,,"10","North - East","4","Bangalore",,"Bangalore, Karnataka","1650",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Apr/24/Photo_h180_w240/78426179_5_PropertyImage1745455922410_180_240.jpg"
"74066849","24000-Sq-ft-Commercial-Office-Space-FOR-Sale-Nagasandra-in-Bangalore&id=4d423734303636383439"," Commercial Office Space for Resale in Nagasandra","2025-08-28T23:32:00.000Z","Internet/Wi-Fi Connectivity,Visitor Parking,Conference Room","130500000","5438","₹","A 170 bed 87 double and single bath attached rooms PGHostel for RENT or SALE near Christ University Campus, Nagasandra, Yeswanthpur, Bangalore. Brand new building with excellent amenities, ample parking, accessibility, sports and swimming poolnext bldg, etc. Furnished or unfurnished options available.Excellent opportunity to be filled with upper crest Christ students, Peenya industrial executives, etc.Reception, lift, Gym, kitchen, dining, heat pump, ground water and Kaveri water, 350sqft commercial space, etc.WhatsAppcall  91 944 797 8080","At a competitive ₹13.05 Cr, this office space is on sale with a decent 24000 square feet in the Nagasandra. Conveniently crafted and positioned there are about > 10 washrooms in this office space. Additionally, the office space also offers a Assured Returns of 50% per annum area.",,"19201|Grand Super Market","19210|Nagasandra Metro Station",,,,,,,"Between Christ University Campus and Nagasandra Metro Station","13.04175845,77.50058208","Joe",,,,,,"West","7","Bangalore",,"Bangalore, Karnataka",,,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jul/29/Photo_h180_w240/74066849_4_9254068b-c80a-4bfa-b1cc-87cfd5c991a0_180_240.jpeg"
