"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark_details/8","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"80695885","2-BHK-18000-Sq-ft-Farm-House-FOR-Sale-Shidlaghatta-Diburahalli-Road-in-Bangalore&id=4d423830363935383835","2BHK Farm House for Resale in Shidlaghatta Diburahalli Road","2025-07-29T11:16:49.000Z","Jogging and Strolling Track,Visitor Parking","12000000","667","₹","Fully developed farm house with all the grown up fruit trees with multiple flower plants including different coloured roses, different coloured hibiscus and many more plants with lotus pond. 2bhk fully furnished villa which is fully covered with lawn and fruit trees total area is 18000sft which is residencially converted which is fully fenced with entrance gate the whole project is  about 9.5acres gated society with clubhouse and swimmin pool. And proper maintenance is done regularly. And this place is about 30 to 35 minuts from Bangalore international Air port.","Spend quality time with your friends and family in this 2 BHK farm house in the posh locality of Shidlaghatta Diburahalli Road, with the best amenities and connectivity at a value for money price of ₹1.20 Cr and 1600 sqft square feet carpet area. The farmhouse is a ready to buy resale property with all amenities available nearby and is furnished furnished. Well planned with a construction age of 5 to 10 years years, this farm house is beautiful. 4 open spaces are available along with this farmhouse where you can park your vehicle. This strategically located farmhouse has Store additional rooms. The shidaghatta diddurahalli road bhashettahalli. shares the closest proximity with this beautiful farmhouse.",,,,,,,,,,,"Shidaghatta diddurahalli Road Bhashettahalli.","13.44948973,77.85670817","Raghunath",,"1600","12850",,"2","North",,"Bangalore","2","Bangalore, Karnataka",,,"12800",,
"80557393","7-BHK-6000-Sq-ft-Farm-House-FOR-Sale-Shidlaghatta-Diburahalli-Road-in-Bangalore&id=4d423830353537333933","7BHK Farm House for Resale in Shidlaghatta Diburahalli Road","2025-07-19T17:28:08.000Z",,"3000000","500","₹","7 BHK, Farm House is available for Sale in Shidlaghatta Diburahalli Road, Bangalore for 30.0 Lac(s)","A 7 BHK farmhouse is available at a reasonable selling price in the prime locality of Shidlaghatta Diburahalli Road. Worth every penny, this farmhouse sprawls across a carpet area of 6000 sqft square feet and enjoys amazing connectivity to the other parts of the city and social amenities. The farmhouse is a ready to buy resale property with all amenities available nearby and is furnished furnished.",,,,,,,,,,,,"13.44948973,77.85670817","Balaji",,"6000",,,"7","North - West",,"Bangalore","7","Bangalore, Karnataka","6000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/19/Photo_h180_w240/80557393_1_PropertyImage650-8139899199781_180_240.jpg"
"81151827","1-BHK-30000-Sq-ft-Farm-House-FOR-Sale-Yerthiganahalli-Devanahalli-in-Bangalore&id=4d423831313531383237","1BHK Farm House for New Property in Yerthiganahalli Devanahalli","2025-08-30T20:52:58.000Z","Intercom Facility","100000000","3333","₹","A resort with 15 rooms, built on a plot measuring 16800 sft, suitable for hotel industry, resort, home stay, fully furnished, very near to Devanahalli, Nandi Hills. with garden, income generating, 1 Hor drive from Manyata Tech park, for sale at Rs.10 crores. Our service charge is 1 percent of the total sale transaction with applicable taxes extra","Available at a reasonable selling price is a 1 BHK farm house located in the prime area of Yerthiganahalli Devanahalli. This property spreads across a carpet area of 25000 sqft square feet and has easy access to the major amenities of the city. You can buy this furnished farmhouse with all the basic amenities nearby. It is a sale property available for sale. The farmhouse  has spacious 1 covered spaces for positioning your cars and other vehicles. This farmhouse enjoys a strategic location with Store and Servant Room additional rooms. The property can be easily located through the nearby 25 minutes drive from bangalore international airport landmarks.",,,,,,,,,,,"25 minutes drive from Bangalore International airport","13.25504598,77.68977786","Krupa","Weavers Nest","25000","12850",,"1","West",,"Bangalore","1","Bangalore, Karnataka",,,"12800",,
"68874971","3-BHK-1800-Sq-ft-Farm-House-FOR-Sale-Attibele-in-Bangalore&id=4d423638383734393731","3BHK Farm House for Resale in Attibele","2025-09-02T17:35:02.000Z",,"29900000","16611","₹","3 BHK, Farm House is available for Sale in Attibele, Bangalore for 2.9 Crore(s)","The farmhouse is a ready to buy resale property with all amenities available nearby and is unfurnished furnished.",,"19201|Hosur It Park","19201|Jp It Park","19202|KLS International School","19202|St Philomenas High School","19203|Elite Hospital","19203|Attibele Health Care",,,,,"12.78052495,77.77375337","shoban babu",,,,,"3",,,"Bangalore","3","Bangalore, Karnataka","1800",,"12800",,
"69865807","1-BHK-31-Sq-ft-Farm-House-FOR-Sale-Chikkaballapur-in-Bangalore&id=4d423639383635383037","1BHK Farm House for Resale in Chikkaballapur","2025-09-03T17:35:02.000Z",,"120000000","3870968","₹","1 BHK, Farm House is available for Sale in Chikkaballapur, Bangalore for 12.0 Crore(s)","Located in the choicest region of Chikkaballapur, this 1 BHK farmhouse is equipped with all the amenities for a luxurious living. You can buy this space at a convenient cost of ₹12 Cr for a carpet area of 31 sqft square feet. You can buy this unfurnished farmhouse with all the basic amenities nearby. It is a resale property available for sale.",,"19201|Yusen Logistics India Pvt Ltd","19201|Jinke Vana Park","19202|Sri K.V.College Of Pharmacy","19202|District Central Library","19203|Polyclinic And Diagonastic","19203|Jeevan Hospital","19210|Chikkabalapur Railway Station",,,,"13.43249032,77.73228149","shankar sn",,"31",,,,,,"Bangalore","1","Bangalore, Karnataka","31",,"12800",,
"71056939","1-BHK-7-Acre-Farm-House-FOR-Sale-Hebbal-in-Bangalore&id=4d423731303536393339","1BHK Farm House for Resale in Hebbal","2025-08-26T17:35:01.000Z",,"13500000",,"₹","Excellent Sandalwood Plantation Farmland Opportunity in Andhra Pradesh. This property is a perfect blend of earning potential and rural area benefit. The location is Dodagatta Kottala in Andhra Pradesh, India, situated at the border of Andhra Pradesh and Karnataka. The land size is 7.61 acres of east.","A 1 BHK farmhouse is available at a reasonable selling price in the prime locality of Hebbal. Worth every penny, this farmhouse sprawls across a carpet area of 7 acre square feet and enjoys amazing connectivity to the other parts of the city and social amenities. Available for sale, this semi-furnished farmhouse can be purchased and is resale property with all the basic amenities present close by. This luxuriuous and beautiful farmhouse has a construction age of Less than 5 years years.",,"19201|Brigade Opus","19202|Bachpan School","19202|Kidzee","19203|Bangalore Baptist Hospital","19203|Bangalore Baptist Hospital","19210|Bangalore Baptist Hospital","19210|Kanaka Nagar Bus Stop",,,,"13.0349961,77.5981732","KushalSatrasala",,"7",,,"1","East",,"Bangalore","1","Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jan/30/Photo_h180_w240/71056939_13_MG20221027WA0006_180_240.jpg"
"73354433","2-BHK-3200-Sq-ft-Farm-House-FOR-Sale-in-Bangalore&id=4d423733333534343333","2BHK Farm House for Resale in ","2025-08-18T17:35:02.000Z",,"10500000","3281","₹","farm house with club facilities","Located in the choicest region of chitravana farm, this 2 BHK farmhouse is equipped with all the amenities for a luxurious living. You can buy this space at a convenient cost of ₹1.05 Cr for a carpet area of 1500 sqft square feet. This resale property is available for sale with all the basic amenities in the vicinity. You can purchase this semi-furnished farmhouse and live comfortably with your loved ones. The property can be easily located through the nearby gopalan twinkelers school landmarks.",,,,,,,,,,,"gopalan twinkelers school",,"Its Aisj",,"1500",,,"2","East",,"Bangalore","2","Bangalore, Karnataka","3200",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jun/17/Photo_h180_w240/73354433_3_PropertyImage135-53278710531703_180_240.jpg"
"66641065","2400-Sq-ft-Farm-House-FOR-Sale-NelaMangala-in-Bangalore&id=4d423636363431303635"," Farm House for Resale in Nelamangala Town","2025-08-19T17:35:02.000Z",,"30000000","12500","₹","  Farm House is available for Sale in Nelamangala Town, Bangalore for 3.0 Crore(s)",,,"19201|RO Care India","19201|S B Super Mart","19202|Harsha International Public School","19202|Dr Sri Sri Sri Shivakumara Mahaswamy College of Engineering","19203|Amrutha superspeciality hospital","19203|Shree Dhanvantari multi speciality hospital","19210|Nelamangala Hunasemara Bus Stop","19210|Nelamangala Railway Station",,,"13.09756658,77.38554364","Nagaraj P",,,,,,,,"Bangalore",,"Bangalore, Karnataka","2400",,"12800",,
"72779619","2-BHK-3500-Sq-ft-Farm-House-FOR-Sale-Ramamurthy-Nagar-in-Bangalore&id=4d423732373739363139","2BHK Farm House for Resale in Happy Homes at Ramamurthy Nagar","2025-07-12T22:30:26.000Z","Internet/Wi-Fi Connectivity","15000000","4286","₹","Small farm hose, very near to city, on the Mai. road beautiful house","Located in Ramamurthy Nagar, this 2 BHK farm house for sale has access to all major amenities. It is spread over a carpet area of 1000 sqft square feet and is available for sale at an affordable price of ₹1.50 Cr. The farmhouse is a ready to buy resale property with all amenities available nearby and is furnished furnished. This luxuriuous and beautiful farmhouse has a construction age of Less than 5 years years.",,"19201|City Super Market","19202|Sri Chaitanya Tecno School","19202|Jaigopal Garodia Rashtrotthana Vidya Kendra","19203|Manipal Maternity","19203|Balaji Nursing Home","19210|Shanthi Layout Bus Stop",,,,,"13.01593156,77.67848763","S Babu",,"1000",,,"1","East",,"Bangalore","2","Bangalore, Karnataka","3500",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/May/13/Photo_h180_w240/72779619_12_PropertyImage625-9524985675624_180_240.jpg"
"70239295","3-BHK-4-Acre-Farm-House-FOR-Sale-Hoskote-Chintamani-Road-in-Bangalore&id=4d423730323339323935","3BHK Farm House for Resale in Hoskote Chintamani Road","2025-07-31T17:35:01.000Z",,"70000000","402","₹","3 BHK, Farm House is available for Sale in Hoskote Chintamani Road, Bangalore for 7.0 Crore(s)","Spread across a carpet area of 2800 sqft square feet, this 3 BHK farm house is available for sale in Hoskote Chintamani Road. This farm house with easy access to other amenities comes at an affordable price. This resale farmhouse is available for sale in a unfurnished state, with all necessary amenities in a convenient proximity. Construction age of this farm house is 5 to 10 years years.",,"19201|Pepperfry","19201|Kalatmak Spatial Systems Pvt Ltd",,,,,,,,,"13.12397343,77.84427048","Rakesh",,"2800",,,"2",,,"Bangalore","3","Bangalore, Karnataka","4",,"12804",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Dec/02/Photo_h180_w240/70239295_5_MG20231123102923_180_240.jpg"
"49304145","2-BHK-1200-Sq-ft-Farm-House-FOR-Sale-Kanakapura-Road-in-Bangalore&id=4d423439333034313435","2BHK Farm House for Resale in Kanakapura Road","2025-06-23T21:31:49.000Z",,"7200000","6000","₹","2 BHK, Farm House is available for Sale in Kanakapura Road, Bangalore for 72.0 Lac(s)","Available at a reasonable selling price is a 2 BHK farm house located in the prime area of Kanakapura Road. This property spreads across a carpet area of 600 sqft square feet and has easy access to the major amenities of the city. The farmhouse is a ready to buy resale property with all amenities available nearby and is unfurnished furnished.",,"19202|School of Engineering and Technology Jain University Bangalore","19202|GR Pre University College","19210|NICE Road Junction",,,,,,,,"12.84819789,77.52157499","madhu",,"600",,,"2","North",,"Bangalore","2","Bangalore, Karnataka","1200",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2020/Jul/12/Photo_h180_w240/49304145_3_PropertyImage929-562060481691_180_240.jpg"
"68085371","1-Acre-Farm-House-FOR-Sale-Mysore-Road-in-Bangalore&id=4d423638303835333731"," Farm House for Resale in Mysore Road","2025-07-15T17:35:02.000Z",,"45000000","1033","₹","  Farm House is available for Sale in Mysore Road, Bangalore for 4.5 Crore(s)",,,"19202|Christ University Kengeri Campus","19202|Rv Engineering College","19210|Bangalore University Metro Station",,,,,,,,"12.90917257,77.47885648","Shivalingaiah",,,,,,,,"Bangalore",,"Bangalore, Karnataka","1",,"12804",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Aug/23/Photo_h180_w240/5816_c04a0e2ce4ce40749f4d23a86f2afb9b_180_240.jpeg"
"73072309","4-BHK-2400-Sq-ft-Farm-House-FOR-Sale-Sarjapur-in-Bangalore&id=4d423733303732333039","4BHK Farm House for Resale in Pushpam Lush County at Sarjapura","2025-07-31T17:35:01.000Z",,"14500000","6042","₹","4 BHK, Farm House is available for Sale in Sarjapura, Bangalore for 1.4 Crore(s)","This farmhouse is unfurnished and has easy access to basic amenities present in close proximity. The resale property is available for immediate sale.",,"19202|New Oxford School","19202|St. Philomena's English School","19203|Motherhood","19210|Sarjapura Bus Stop",,,,,,,"12.8539625,77.7889754","unnamed apartment",,,,,"4",,,"Bangalore","4","Bangalore, Karnataka","2400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/May/30/Photo_h180_w240/73072309_2_PropertyImage28-702459138993607_180_240.jpg"
"68148375","1-BHK-1250-Sq-ft-Farm-House-FOR-Sale-in-Bangalore&id=4d423638313438333735","1BHK Farm House for Resale in ","2025-07-19T17:35:02.000Z",,"65000000",,"₹","1 BHK, Farm House is available for Sale in , Bangalore for 6.5 Crore(s)","Located in Near kanakapura road agara Village, this 1 BHK farm house for sale has access to all major amenities. It is spread over a carpet area of 1250 sqft square feet and is available for sale at an affordable price of ₹6.50 Cr. Available for sale, this unfurnished farmhouse can be purchased and is resale property with all the basic amenities present close by.",,,,,,,,,,,,,"K PRADEEP KUMAR",,"1250",,,,,,"Bangalore","1","Bangalore, Karnataka",,,,,
"65724203","1680-Sq-ft-Farm-House-FOR-Sale-Gauribidanur-in-Bangalore&id=4d423635373234323033"," Farm House for Resale in Gauribidanur","2025-08-08T17:35:01.000Z",,"25000000","14881","₹","  Farm House is available for Sale in Gauribidanur, Bangalore for 2.5 Crore(s)",,,"19202|Leaders International School",,,,,,,,,,"13.611159,77.516957","K H S Reddy",,,,,,,,"Bangalore",,"Bangalore, Karnataka","1680",,"12800",,
"80706211","1-BHK-5445-Sq-ft-Farm-House-FOR-Sale-Bagepalli-in-Bangalore&id=4d423830373036323131","1BHK Farm House for Resale in UTOPIA at Bagepalli","2025-07-30T07:16:20.000Z","Jogging and Strolling Track,Internet/Wi-Fi Connectivity,Conference Room","1916200",,"₹","you buy we manage for you","Available at a reasonable selling price is a 1 BHK farm house located in the prime area of Bagepalli. This property spreads across a carpet area of 5445 sqft square feet and has easy access to the major amenities of the city. This farmhouse is unfurnished and has easy access to basic amenities present in close proximity. The resale property is available for immediate sale. The bagepalli shares the closest proximity with this beautiful farmhouse.",,,,,,,,,,,"Bagepalli","13.785104,77.795206","Utopiaa Managed farmlands",,"5445",,,"1","North - East",,"Bangalore","1","Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/30/Photo_h180_w240/80706211_1_PropertyImage529-4857150538847_180_240.jpg"
"63282921","1-BHK-1-Hectare-Farm-House-FOR-Sale-Hoskote-in-Bangalore&id=4d423633323832393231","1BHK Farm House for Resale in Hoskote","2025-08-05T17:35:01.000Z",,"60000000","557","₹",".......................................................","You can buy this unfurnished farmhouse with all the basic amenities nearby. It is a resale property available for sale.",,"19201|AV softwares","19201|Green valley Vegetable&Fruits","19202|Sri Vivekananda Vidya Kendra","19202|Mvj Medical College & Research Centre","19203|Kempanna Hospital","19203|Shreyas Maternity Home","19210|KSRTC Bus Station","19210|Hosakote Bus Stop",,,"13.0689366,77.7968211","Jangamanna",,,,,"1",,,"Bangalore","1","Bangalore, Karnataka","1",,"12806",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Oct/04/Photo_h180_w240/63282921_2_MG_20220927_074121_180_240.jpg"
"65578675","2-BHK-2966-Sq-ft-Farm-House-FOR-Sale-Nandi-hills-in-Bangalore&id=4d423635353738363735","2BHK Farm House for Resale in Nandi Hills","2025-07-22T17:35:01.000Z","Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,Visitor Parking,Conference Room","19100000","6440","₹","Kadamba is an eco-friendly residential project that is designed to offer a nature-inspired lifestyle. The 55Acre area is a paradise for nature lovers, with beautiful farm villas that are nestled in the serene surroundings of nandi hills, just a short distance from the sadhguru isha foundation. The baliThemed villas are intricately designed, offering a unique blend of luxury, relaxation, and greenery. It's a place where one can truly embrace and celebrate life while being surrounded by nature. A grand clubhouse spanning 20,000 sq-Ft that embodies the lifestyle and way of life of the future.","A 2 BHK farmhouse is available at a reasonable selling price in the prime locality of Nandi hills. Worth every penny, this farmhouse sprawls across a carpet area of 1756 sqft square feet and enjoys amazing connectivity to the other parts of the city and social amenities. This resale farmhouse is available for sale in a semi-furnished state, with all necessary amenities in a convenient proximity. The farmhouse  has spacious 2 covered spaces for positioning your cars and other vehicles. Situated in a prime location, this farmhouse also has the luxury of Store additional rooms. The farmhouse is near to just next to gitanjali international school,.",,"19202|Gitanjali International School","19203|Veterinary Hospital",,,,,,,,"Just next to Gitanjali International School,","13.38024618,77.67524007","Aditya Jha",,"1756","12850",,"2","East",,"Bangalore","2","Bangalore, Karnataka","2966",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Feb/11/Photo_h180_w240/65578675_4_andscape_180_240.jpg"
"55548507","3-BHK-4000-Sq-ft-Farm-House-FOR-Sale-Somanahalli-in-Bangalore&id=4d423535353438353037","3BHK Farm House for Resale in Somanahalli","2025-08-02T17:35:01.000Z",,"10500000","2625","₹","3 BHK, Farm House is available for Sale in Somanahalli, Bangalore for 1.5 Crore(s)","Located in Somanahalli, this 3 BHK farm house for sale has access to all major amenities. It is spread over a carpet area of 4000 sqft square feet and is available for sale at an affordable price of ₹1.05 Cr. This resale farmhouse is available for sale in a unfurnished state, with all necessary amenities in a convenient proximity. The farm house is 15 to 20 years years old.",,"19202|Edify School","19202|APS College of Engineering Bangalore",,,,,,,,,"12.77329304,77.50410382","tejas Gowda s",,"4000",,,"2",,,"Bangalore","3","Bangalore, Karnataka","4000",,"12800",,
